Campus ID,Campus Name,District,County,Grade Range,Charter?,Magnet?,Enrollment,% African American,% Asian,% Hispanic,% White,% Eco Dis,Mobility Rate,% Meets Grade Level - English I + II,% Meets Grade Level - Algebra I,Growth Score,SAT/ACT Participation Rate,Average SAT Total Score,Average ACT Total Score,AP/IB Participation Rate,AP/IB Pass Rate,Graduation Rate,Student Achievement Grade,Campus Performance Grade,Growth Grade,College Readiness Grade,C@R Grade,State Rank
3907001,CENTRAL H S,CENTRAL ISD,ANGELINA COUNTY,9-12,N,NA,445,6.1,0.7,17.1,73.9,46.7,14.1,38.4,31.6,41.5,30.5,1379,21.1,10.0,9.5,92%,C,F,F,D,D+,1048
48901001,EDEN CISD,EDEN CISD,CONCHO COUNTY,KG-12,N,NO,244,0.4,0.4,66.4,32.8,62.7,17.8,30.3,28.6,49.0,68.8,0,19.4,0.0,0.0,100%,D,F,D,C,D+,1049
169910001,FORESTBURG SCHOOL,FORESTBURG ISD,MONTAGUE COUNTY,EE-12,N,NO,159,0.0,0.0,14.5,84.3,46.5,19.4,56.3,12.5,46.0,46.2,1322,17.4,0.0,0.0,93%,D,F,F,F,D+,1050
188901004,PALO DURO H S,AMARILLO ISD,POTTER COUNTY,9-12,N,NO,2075,17.2,14.3,56.5,9.6,85.9,19.1,23.5,44.0,47.7,95.5,1110,16.8,16.0,18.1,70%,D,D,F,F,D+,1051
117903001,SANFORD-FRITCH H S,SANFORD-FRITCH ISD,HUTCHINSON COUNTY,9-12,N,NO,200,0.0,0.0,9.5,87.0,25.5,18.2,47.1,27.3,54.0,58.5,0,19.7,0.0,0.0,84%,C,F,B,F,D,1052
145906001,NORMANGEE H S,NORMANGEE ISD,LEON COUNTY,9-12,N,NO,181,6.6,0.0,8.8,82.3,48.1,9.5,50.9,20.0,39.6,60.5,1442,20.1,0.0,0.0,88%,C,D,F,D,D,1053
57905001,BRYAN ADAMS H S,DALLAS ISD,DALLAS COUNTY,9-12,N,NO,2040,12.5,2.4,79.3,5.1,89.5,20.0,33.9,30.1,47.6,100.0,1103,14.8,38.9,23.0,74%,D,F,F,F,D,1054
126903001,CLEBURNE H S,CLEBURNE ISD,JOHNSON COUNTY,9-12,N,NO,1759,4.2,0.3,41.2,49.5,61.2,16.1,34.2,29.5,45.8,48.6,1374,19.6,23.5,43.2,81%,D,F,F,D,D,1055
152901023,MONTEREY H S,LUBBOCK ISD,LUBBOCK COUNTY,9-12,N,NO,2174,11.8,1.0,58.6,26.4,54.1,19.4,34.2,27.6,48.7,100.0,1194,21.3,30.8,32.6,77%,D,F,D,D,D,1056
205906001,SINTON H S,SINTON ISD,SAN PATRICIO COUNTY,9-12,N,NO,624,1.3,0.5,81.6,15.5,63.0,7.9,31.2,26.6,50.2,58.9,1340,19.6,3.9,41.7,90%,D,F,C,C,D,1057
147903002,MEXIA H S,MEXIA ISD,LIMESTONE COUNTY,9-12,N,NO,515,27.4,1.0,42.1,25.2,73.2,11.8,37.2,28.8,40.8,58.6,1363,18.0,0.0,0.0,92%,D,D,F,D,D,1058
201913001,CARLISLE SCHOOL,CARLISLE ISD,RUSK COUNTY,EE-12,N,NO,646,3.6,0.2,54.2,39.8,81.9,8.9,30.6,27.7,46.1,46.2,1378,18.7,15.6,60.0,91%,D,F,F,C,D,1059
212910001,WINONA H S,WINONA ISD,SMITH COUNTY,9-12,N,NO,293,22.5,1.7,29.4,44.7,62.5,18.7,35.2,33.8,46.3,38.6,1292,17.5,0.0,0.0,83%,D,D,F,F,D,1060
88902001,GOLIAD H S,GOLIAD ISD,GOLIAD COUNTY,9-12,N,NO,407,5.2,0.0,44.2,48.6,43.7,11.0,37.0,30.9,40.8,74.5,1377,19.0,6.0,41.7,89%,D,F,F,C,D,1061
108913001,WESLACO H S,WESLACO ISD,HIDALGO COUNTY,9-12,N,NO,2537,0.1,0.4,97.1,2.3,71.9,14.8,33.2,27.3,45.1,66.0,1607,18.0,16.7,51.1,82%,D,F,F,C,D,1062
220905014,SOUTHWEST H S,FORT WORTH ISD,TARRANT COUNTY,9-12,N,NO,1295,40.5,1.9,39.1,15.2,54.7,16.8,29.2,30.2,52.9,94.2,1275,19.2,50.3,25.7,75%,D,F,B,D,D,1063
20905002,BRAZOSWOOD H S,BRAZOSPORT ISD,BRAZORIA COUNTY,9-12,N,NO,2415,7.0,2.4,43.2,44.8,33.5,14.1,44.6,21.5,48.0,70.3,1553,20.6,21.4,55.1,82%,D,F,F,C,D,1064
171901001,DUMAS H S,DUMAS ISD,MOORE COUNTY,9-12,N,NO,1144,1.8,3.8,71.7,21.3,56.6,13.0,26.6,37.9,50.4,48.9,1419,18.6,22.4,7.8,79%,D,F,C,F,D,1065
170904002,WILLIS H S,WILLIS ISD,MONTGOMERY COUNTY,9-12,N,NO,2055,8.5,1.0,33.2,53.8,52.4,16.9,40.2,25.5,49.4,56.2,1382,19.6,7.3,31.3,77%,D,F,D,F,D,1066
235902014,VICTORIA WEST H S,VICTORIA ISD,VICTORIA COUNTY,9-12,N,NO,1765,6.5,1.4,58.4,32.2,51.0,21.2,32.6,35.7,48.7,48.6,1389,20.3,28.4,17.0,71%,D,F,D,F,D,1067
79910001,STAFFORD H S,STAFFORD MSD,FORT BEND COUNTY,9-12,N,NO,1043,43.8,6.6,44.4,3.3,59.1,11.7,38.4,25.5,47.0,62.1,1334,17.2,9.3,31.8,84%,D,F,F,F,D,1068
56901001,DALHART H S,DALHART ISD,HARTLEY COUNTY,9-12,N,NO,503,0.4,1.6,50.1,47.1,39.0,12.6,42.7,26.0,48.9,75.3,1487,18.9,0.5,0.0,82%,D,F,D,F,D,1069
240903009,LYNDON B JOHNSON,UNITED ISD,WEBB COUNTY,9-12,N,NO,2921,0.0,0.0,99.8,0.1,93.6,19.0,21.3,40.5,47.8,55.5,1184,15.9,18.8,60.5,81%,D,F,F,F,D,1070
15910004,ROOSEVELT H S,NORTH EAST ISD,BEXAR COUNTY,9-12,N,YES,2891,17.5,3.0,61.4,14.3,66.4,20.5,37.2,24.2,49.3,69.9,1318,20.0,25.2,45.5,73%,D,F,D,F,D,1071
205903001,INGLESIDE H S,INGLESIDE ISD,SAN PATRICIO COUNTY,9-12,N,NO,603,1.7,1.3,53.4,41.1,45.9,16.0,41.8,30.7,43.2,43.5,1376,18.4,0.0,0.0,84%,C,D,F,F,D,1072
15915022,STEVENS H S,NORTHSIDE ISD,BEXAR COUNTY,9-12,N,NO,2877,9.1,1.3,78.2,8.7,52.8,17.5,39.5,25.7,47.1,99.7,1203,18.5,22.4,20.6,76%,D,F,F,F,D,1073
152902001,NEW DEAL H S,NEW DEAL ISD,LUBBOCK COUNTY,9-12,N,NO,234,1.3,0.0,45.7,49.1,50.0,13.9,43.4,18.9,48.6,64.3,1278,17.8,0.0,0.0,96%,D,F,D,D,D,1074
84906001,TEXAS CITY H S,TEXAS CITY ISD,GALVESTON COUNTY,9-12,N,NO,1833,21.7,0.6,41.6,33.5,58.3,16.4,30.4,34.6,48.0,42.8,1292,18.1,14.7,25.6,81%,D,F,F,F,D,1075
101916001,LA PORTE H S,LA PORTE ISD,HARRIS COUNTY,9-12,N,NO,2217,6.5,1.1,46.5,42.9,39.4,13.8,45.0,23.8,44.1,48.6,1406,19.0,27.0,32.9,85%,D,F,F,D,D,1076
234906001,VAN H S,VAN ISD,VAN ZANDT COUNTY,9-12,N,NO,773,2.2,0.0,18.4,76.5,44.0,14.0,46.1,18.9,40.7,52.9,1417,21.1,4.3,66.7,90%,D,F,F,B,D,1077
84902001,BALL H S,GALVESTON ISD,GALVESTON COUNTY,9-12,N,NO,1993,20.7,1.8,46.8,27.9,59.7,14.1,36.5,27.7,46.2,51.4,1345,20.0,19.5,39.1,78%,D,F,F,F,D,1078
101813004,KIPP GENERATIONS COLLEGIATE,KIPP INC CHARTER,HARRIS COUNTY,9-12,Y,NO,608,6.9,0.0,92.4,0.3,89.0,2.4,42.8,7.6,48.4,100.0,1337,19.0,68.0,33.5,91%,D,F,D,B,D,1079
129903001,KAUFMAN H S,KAUFMAN ISD,KAUFMAN COUNTY,9-12,N,NO,1096,7.0,0.7,41.1,49.5,53.4,13.6,36.9,22.9,46.5,100.0,1409,20.1,8.9,38.5,83%,D,F,F,C,D,1080
108904001,EDINBURG H S,EDINBURG CISD,HIDALGO COUNTY,9-12,N,NO,2449,0.1,0.1,98.9,0.7,88.0,16.3,31.8,27.7,45.6,72.6,1538,16.8,23.5,27.5,84%,D,F,F,D,D,1081
153904001,TAHOKA H S,TAHOKA ISD,LYNN COUNTY,9-12,N,NO,142,4.2,0.0,61.3,31.0,71.1,9.3,33.0,22.2,49.6,79.5,1254,18.2,22.2,5.6,94%,D,F,D,C,D,1082
125901001,ALICE H S,ALICE ISD,JIM WELLS COUNTY,9-12,N,NO,1336,0.4,0.4,94.7,4.3,70.1,10.1,29.8,32.5,50.0,59.9,1439,18.6,23.6,18.0,73%,D,F,C,F,D,1083
31903002,HARLINGEN H S - SOUTH,HARLINGEN CISD,CAMERON COUNTY,9-12,N,NO,1569,0.6,1.0,90.8,7.3,68.8,12.6,40.5,15.0,51.1,69.9,1317,19.3,25.4,37.7,85%,D,F,C,C,D,1084
166901002,CAMERON YOE H S,CAMERON ISD,MILAM COUNTY,9-12,N,NO,479,17.5,0.6,43.8,36.3,65.6,8.3,41.7,23.8,42.9,53.8,1310,18.9,3.5,14.3,84%,D,D,F,F,D,1085
205901001,ARANSAS PASS H S,ARANSAS PASS ISD,SAN PATRICIO COUNTY,9-12,N,NO,501,2.2,1.0,60.3,33.7,62.1,19.2,30.3,31.9,51.0,36.9,1301,19.5,0.0,0.0,85%,D,F,C,F,D,1086
101902005,NIMITZ H S,ALDINE ISD,HARRIS COUNTY,9-12,N,NO,1921,42.9,1.8,50.0,3.4,71.0,20.8,29.4,29.9,51.8,97.8,1130,17.3,13.6,26.8,76%,D,F,C,F,D,1087
145911002,LEON H S,LEON ISD,LEON COUNTY,9-12,N,NO,214,1.4,2.3,23.4,72.0,43.5,14.0,46.0,16.1,52.6,32.7,1334,18.8,0.0,0.0,95%,D,F,B,F,D,1088
101917002,SAM RAYBURN H S,PASADENA ISD,HARRIS COUNTY,9-12,N,NA,2994,2.7,0.1,91.2,5.6,80.2,15.5,27.2,35.7,46.9,54.9,1257,17.6,25.8,29.5,77%,D,F,F,F,D,1089
227910001,DEL VALLE H S,DEL VALLE ISD,TRAVIS COUNTY,9-12,N,NO,2994,10.0,0.8,82.6,5.5,78.2,18.6,30.7,28.8,46.5,63.7,1254,18.3,34.1,38.3,81%,D,F,F,D,D,1090
76904001,ROTAN H S,ROTAN ISD,FISHER COUNTY,6-12,N,NO,120,2.5,0.0,47.5,47.5,54.2,20.9,51.2,15.0,41.1,66.7,0,20.8,0.0,0.0,90%,D,F,F,F,D,1091
208901001,HERMLEIGH SCHOOL,HERMLEIGH ISD,SCURRY COUNTY,EE-12,N,NO,245,1.6,0.0,36.3,60.0,54.3,13.1,34.1,29.4,47.7,25.0,0,18.2,0.0,0.0,95%,D,F,F,F,D,1092
230904001,UNION HILL H S,UNION HILL ISD,UPSHUR COUNTY,6-12,N,NO,195,8.7,0.0,14.4,72.3,59.5,11.7,38.3,22.2,46.2,66.7,0,19.5,0.0,0.0,93%,D,F,F,D,D,1093
220905008,NORTH SIDE H S,FORT WORTH ISD,TARRANT COUNTY,9-12,N,NO,1684,3.6,0.4,93.4,1.8,77.6,16.3,28.4,30.3,47.7,100.0,1173,16.7,41.8,22.3,77%,D,F,F,F,D,1094
165901003,MIDLAND H S,MIDLAND ISD,MIDLAND COUNTY,9-12,N,NO,2229,7.7,0.8,58.9,30.8,30.6,16.1,33.0,42.0,44.2,37.5,1427,21.2,12.4,29.4,74%,C,F,F,F,D,1095
222901001,SANDERSON SCHOOLS,TERRELL COUNTY ISD,TERRELL COUNTY,EE-12,N,NO,146,0.0,0.0,63.0,34.2,47.9,12.1,38.9,22.2,51.2,72.7,0,21.1,4.8,0.0,86%,D,F,C,F,D,1096
155901002,JEFFERSON H S,JEFFERSON ISD,MARION COUNTY,9-12,N,NO,351,39.3,0.6,4.3,53.3,65.2,17.5,35.7,20.6,47.0,72.4,1605,17.7,1.2,50.0,85%,D,F,F,C,D,1097
227901017,AKINS H S,AUSTIN ISD,TRAVIS COUNTY,9-12,N,NO,2671,7.4,2.9,78.2,9.6,62.5,19.4,30.7,29.8,46.4,70.5,1275,18.6,26.0,38.6,78%,D,F,F,F,D,1098
71909001,SOCORRO H S,SOCORRO ISD,EL PASO COUNTY,9-12,N,NO,2511,0.4,0.2,97.4,1.4,78.0,12.6,28.7,31.0,47.2,90.1,1159,18.5,16.7,17.5,79%,D,F,F,F,D,1099
14909002,TEMPLE H S,TEMPLE ISD,BELL COUNTY,9-12,N,NO,2070,26.2,1.9,41.9,26.6,59.1,19.2,29.9,30.2,45.8,49.5,1372,20.5,27.3,44.9,79%,D,F,F,D,D,1100
84909001,SANTA FE H S,SANTA FE ISD,GALVESTON COUNTY,9-12,N,NO,1447,0.4,0.6,20.2,76.2,23.9,12.1,42.0,28.0,49.5,47.1,1396,20.9,11.5,34.1,83%,D,F,D,D,D,1101
73901001,CHILTON SCHOOL,CHILTON ISD,FALLS COUNTY,EE-12,N,NO,510,14.9,0.2,60.4,22.0,86.3,15.2,15.3,43.1,46.5,52.5,1630,18.4,0.0,0.0,89%,D,F,F,F,D,1102
71907001,CANUTILLO H S,CANUTILLO ISD,EL PASO COUNTY,9-12,N,NA,1570,0.4,0.2,96.8,2.4,73.9,12.1,33.8,27.3,46.0,61.2,1323,18.7,14.9,30.0,78%,D,F,F,F,D,1103
15916008,KAREN WAGNER H S,JUDSON ISD,BEXAR COUNTY,9-12,N,NO,2164,30.8,1.7,55.8,10.0,71.0,22.5,30.1,27.8,50.3,96.6,1126,17.2,8.9,31.2,78%,D,F,C,F,D,1104
234907002,WILLS POINT H S,WILLS POINT ISD,VAN ZANDT COUNTY,9-12,N,NA,723,4.7,0.7,20.2,70.1,55.7,17.9,32.2,30.1,45.8,42.0,1446,20.7,6.1,15.0,83%,D,F,F,F,D,1105
220905003,SOUTH HILLS H S,FORT WORTH ISD,TARRANT COUNTY,9-12,N,NO,2211,12.4,1.2,81.0,4.5,78.6,13.6,25.5,33.6,49.1,100.0,1110,16.7,31.7,17.9,74%,D,F,D,F,D,1106
18905003,WALNUT SPRINGS SCHOOL,WALNUT SPRINGS ISD,BOSQUE COUNTY,EE-12,N,NO,191,0.0,0.0,57.6,41.4,85.3,12.2,43.2,25.0,42.4,15.0,1333,0.0,0.0,0.0,83%,D,D,F,F,D,1107
11904002,SMITHVILLE H S,SMITHVILLE ISD,BASTROP COUNTY,9-12,N,NO,524,7.8,0.6,29.4,58.0,52.1,13.6,50.3,11.3,43.1,60.2,1397,19.7,15.0,18.4,87%,D,F,F,D,D,1108
66901001,BENAVIDES SECONDARY,BENAVIDES ISD,DUVAL COUNTY,7-12,N,NO,183,0.0,0.0,98.9,1.1,70.5,9.4,23.5,35.0,45.9,69.6,0,15.5,0.0,0.0,95%,D,F,F,F,D,1109
186902001,FORT STOCKTON H S,FORT STOCKTON ISD,PECOS COUNTY,9-12,N,NO,670,0.7,0.3,87.5,11.5,52.7,10.8,32.9,32.9,45.5,32.6,1368,20.5,0.0,0.0,82%,D,F,F,F,D,1110
101915002,KLEIN FOREST H S,KLEIN ISD,HARRIS COUNTY,9-12,N,NO,3686,25.5,10.4,58.8,3.6,71.4,17.4,33.1,28.2,45.1,61.3,1269,17.6,17.6,34.7,79%,D,F,F,F,D,1111
11902001,ELGIN H S,ELGIN ISD,TRAVIS COUNTY,9-12,N,NO,1246,12.8,0.5,56.7,28.0,66.0,15.1,35.1,19.5,48.1,91.3,1258,17.6,28.0,33.8,85%,D,F,D,C,D,1112
59901001,HEREFORD H S,HEREFORD ISD,DEAF SMITH COUNTY,9-12,N,NO,1073,0.7,0.4,82.7,15.8,75.8,16.1,25.6,30.4,49.7,44.5,1501,19.2,0.8,75.0,76%,D,F,D,F,D,1113
57905012,L G PINKSTON H S,DALLAS ISD,DALLAS COUNTY,9-12,N,NO,978,25.3,0.2,73.2,0.9,92.0,28.4,27.3,30.9,51.0,100.0,1040,14.3,27.9,6.1,76%,D,F,C,F,D,1114
28903001,LULING H S,LULING ISD,CALDWELL COUNTY,9-12,N,NO,396,5.6,0.3,63.4,29.0,62.6,11.4,28.9,30.8,46.9,46.1,1254,18.6,3.9,28.6,86%,D,F,F,F,D,1115
125902001,BEN BOLT-PALITO BLANCO H S,BEN BOLT-PALITO BLANCO ISD,JIM WELLS COUNTY,7-12,N,NO,206,1.0,1.0,88.8,9.2,68.4,9.8,33.6,24.3,51.5,42.6,0,17.0,19.0,0.0,88%,D,F,C,F,D,1116
205905001,ODEM H S,ODEM-EDROY ISD,SAN PATRICIO COUNTY,9-12,N,NO,298,0.3,0.0,81.9,16.4,71.8,9.8,38.8,18.4,49.9,67.2,1149,18.4,0.8,0.0,88%,D,F,D,F,D,1117
15826001,KIPP UNIVERSITY PREP H S,KIPP SAN ANTONIO,BEXAR COUNTY,9-12,Y,NO,741,3.6,0.1,93.5,2.4,85.6,15.8,37.9,9.9,50.0,100.0,1218,17.4,61.4,21.2,92%,F,F,C,B,D,1118
220912002,NORTH CROWLEY H S,CROWLEY ISD,TARRANT COUNTY,9-12,N,NO,2400,50.9,5.3,26.3,13.9,48.0,13.5,35.0,33.8,51.9,61.2,1334,19.8,22.3,56.0,50%,D,F,C,F,D,1119
243905004,WICHITA FALLS H S,WICHITA FALLS ISD,WICHITA COUNTY,9-12,N,NO,1221,9.4,1.7,50.7,33.6,60.3,18.7,37.4,22.8,43.6,61.0,1352,19.3,24.2,32.1,82%,D,F,F,D,D,1120
101906001,CROSBY H S,CROSBY ISD,HARRIS COUNTY,9-12,N,NO,1697,16.4,0.2,34.4,46.5,41.7,15.2,38.0,27.3,43.3,51.3,1364,20.1,12.9,42.1,83%,D,F,F,D,D,1121
200901001,BALLINGER H S,BALLINGER ISD,RUNNELS COUNTY,9-12,N,NO,259,1.2,0.8,45.2,50.2,45.6,16.1,39.2,21.8,50.8,67.9,1505,18.8,0.0,0.0,83%,D,F,C,F,D,1122
57913001,LANCASTER H S,LANCASTER ISD,DALLAS COUNTY,9-12,N,NO,2074,77.3,0.1,19.2,1.7,77.9,19.4,31.1,29.3,46.4,71.4,1150,17.0,27.9,9.8,79%,D,F,F,F,D,1123
101902004,EISENHOWER H S,ALDINE ISD,HARRIS COUNTY,9-12,N,YES,2027,31.3,1.9,64.9,1.0,75.6,23.4,26.5,30.6,53.2,100.0,1065,16.7,15.6,16.8,72%,D,F,B,F,D,1124
229904001,WARREN H S,WARREN ISD,TYLER COUNTY,9-12,N,NO,362,1.9,0.0,5.8,89.8,43.1,16.5,43.9,21.4,47.6,46.3,1373,18.8,9.2,47.1,76%,D,F,F,F,D,1125
178904004,MOODY H S,CORPUS CHRISTI ISD,NUECES COUNTY,9-12,N,NO,1567,2.7,0.4,93.5,2.9,77.3,23.1,27.0,30.3,49.5,59.1,1260,18.4,11.7,25.6,81%,D,F,D,F,D,1126
201907001,MT ENTERPRISE H S,MOUNT ENTERPRISE ISD,RUSK COUNTY,6-12,N,NA,217,15.7,0.5,10.1,70.0,50.7,12.4,39.7,18.8,44.2,52.0,1490,20.4,0.0,0.0,96%,D,F,F,C,D,1127
54902001,LORENZO H S,LORENZO ISD,CROSBY COUNTY,7-12,N,NO,106,0.9,0.0,86.8,12.3,71.7,26.3,34.5,25.0,48.1,55.6,0,15.9,0.0,0.0,89%,D,F,D,F,D,1128
177902001,SWEETWATER H S,SWEETWATER ISD,NOLAN COUNTY,9-12,N,NO,519,6.4,0.2,52.8,39.1,58.4,14.6,38.2,20.3,46.5,62.6,1628,20.4,8.7,25.0,79%,D,F,F,D,D,1129
31912001,SAN BENITO H S,SAN BENITO CISD,CAMERON COUNTY,10-12,N,NO,2168,0.1,0.0,98.8,0.8,80.9,12.6,28.0,26.7,48.1,59.0,1266,17.5,24.0,36.5,87%,D,F,D,D,D,1130
3906001,ZAVALLA H S,ZAVALLA ISD,ANGELINA COUNTY,6-12,N,NO,203,0.5,0.0,3.9,91.1,57.6,15.3,40.0,20.7,45.2,41.9,1308,18.9,0.0,0.0,92%,D,F,F,F,D,1131
62903001,YOAKUM H S,YOAKUM ISD,DE WITT COUNTY,9-12,N,NO,463,9.7,0.6,53.3,35.2,59.6,12.7,36.7,24.8,48.5,45.6,1314,18.2,0.0,0.0,84%,D,F,D,F,D,1132
163903001,NATALIA H S,NATALIA ISD,MEDINA COUNTY,9-12,N,NO,307,1.0,0.3,79.5,17.6,78.2,13.4,35.6,23.7,50.9,66.1,1221,16.5,0.0,0.0,80%,D,F,C,F,D,1133
62901001,CUERO H S,CUERO ISD,DE WITT COUNTY,9-12,N,NO,698,12.3,0.7,38.4,46.0,48.9,12.5,43.9,23.4,43.6,43.3,1392,20.3,11.2,3.3,77%,D,F,F,F,D,1134
114902001,COAHOMA H S,COAHOMA ISD,HOWARD COUNTY,9-12,N,NO,231,0.0,0.4,31.6,64.5,42.4,14.3,36.5,23.7,53.9,53.6,1540,20.0,0.0,0.0,80%,D,F,B,F,D,1135
15904001,HARLANDALE H S,HARLANDALE ISD,BEXAR COUNTY,9-12,N,NO,1914,0.2,0.1,98.4,1.1,88.3,16.6,29.1,26.2,46.5,100.0,1135,17.6,28.1,20.1,83%,D,F,F,D,D,1136
109904001,HILLSBORO H S,HILLSBORO ISD,HILL COUNTY,9-12,N,NO,544,14.5,0.6,59.6,23.2,63.2,13.9,43.0,19.3,44.7,38.4,1336,17.9,9.1,0.0,84%,D,F,F,F,D,1137
237905002,ROYAL H S,ROYAL ISD,WALLER COUNTY,9-12,N,NO,606,14.2,0.3,70.8,12.4,70.6,12.5,21.4,36.8,49.8,41.9,1227,17.3,25.9,12.9,81%,D,F,D,F,D,1138
57905014,W W SAMUELL H S,DALLAS ISD,DALLAS COUNTY,9-12,N,NO,1869,20.4,0.2,77.7,1.1,97.7,22.1,21.2,37.8,51.4,100.0,1041,13.4,24.3,9.4,71%,D,F,C,F,D,1139
146906001,LIBERTY H S,LIBERTY ISD,LIBERTY COUNTY,9-12,N,NO,611,17.5,0.7,33.9,45.2,53.2,11.7,35.4,21.2,43.7,49.7,1367,23.2,1.0,100.0,81%,D,F,F,C,D,1140
14906002,C E ELLISON H S,KILLEEN ISD,BELL COUNTY,9-12,N,NO,2575,41.5,3.0,28.5,18.5,39.8,20.8,38.1,31.0,44.5,58.2,1381,18.8,14.8,21.3,73%,D,F,F,F,D,1141
101902012,DAVIS H S ALDINE,ALDINE ISD,HARRIS COUNTY,9-12,N,NO,2669,31.8,3.4,60.7,3.1,82.4,19.3,26.2,33.8,47.7,89.5,1123,17.0,21.8,14.5,72%,D,F,F,F,D,1142
57905024,NORTH DALLAS H S,DALLAS ISD,DALLAS COUNTY,9-12,N,NO,1059,17.2,3.2,76.9,1.8,94.1,22.0,21.2,33.6,54.7,100.0,1088,15.0,26.6,25.9,71%,D,F,B,F,D,1143
28906001,PRAIRIE LEA SCHOOL,PRAIRIE LEA ISD,CALDWELL COUNTY,PK-12,N,NO,200,7.5,0.0,47.5,42.0,76.0,21.0,25.0,27.8,47.6,100.0,1342,18.3,0.0,0.0,91%,D,F,F,C,D,1144
55901001,VAN HORN SCHOOL,CULBERSON COUNTY-ALLAMOORE ISD,CULBERSON COUNTY,PK-12,N,NO,425,0.2,0.7,87.5,8.9,68.2,16.1,30.5,27.0,47.7,76.3,0,18.4,0.0,0.0,86%,D,F,F,F,D,1145
153903001,O'DONNELL SCHOOL,O'DONNELL ISD,LYNN COUNTY,EE-12,N,NO,293,0.3,0.0,68.3,31.4,74.7,11.3,36.6,19.0,44.2,47.1,1235,19.4,5.6,50.0,89%,D,F,F,D,D,1146
234904001,GRAND SALINE H S,GRAND SALINE ISD,VAN ZANDT COUNTY,9-12,N,NO,319,0.0,0.3,30.4,68.3,50.8,16.0,42.6,21.4,42.4,49.3,1396,20.9,0.0,0.0,84%,D,F,F,F,D,1147
176902002,NEWTON H S,NEWTON ISD,NEWTON COUNTY,9-12,N,NO,321,39.3,0.3,4.7,51.1,56.4,15.3,33.9,27.8,50.7,49.2,1360,17.6,0.0,0.0,77%,D,F,C,F,D,1148
101903001,HASTINGS H S,ALIEF ISD,HARRIS COUNTY,9-12,N,NO,3999,28.7,11.0,55.0,3.1,80.2,28.7,27.2,31.7,48.1,99.4,1133,16.7,12.8,33.5,70%,D,F,D,F,D,1149
108902001,DONNA H S,DONNA ISD,HIDALGO COUNTY,9-12,N,NO,1984,0.3,0.1,99.2,0.5,89.7,18.1,25.7,33.7,47.7,63.2,1316,16.5,20.8,17.3,75%,D,F,F,F,D,1150
57912004,NIMITZ H S,IRVING ISD,DALLAS COUNTY,9-12,N,NO,2503,7.8,2.2,78.8,9.5,71.7,15.8,30.6,23.0,49.1,98.7,1198,15.6,27.6,30.5,79%,D,F,D,F,D,1151
79907012,THURGOOD MARSHALL H S,FORT BEND ISD,FORT BEND COUNTY,9-12,N,NO,1205,67.0,0.5,30.5,1.0,65.4,21.8,24.9,34.8,47.7,60.1,1172,16.2,13.5,17.6,78%,D,F,F,F,D,1152
223902001,MEADOW SCHOOL,MEADOW ISD,TERRY COUNTY,PK-12,N,NO,318,0.0,0.0,69.2,28.9,73.0,9.9,25.0,25.0,49.3,88.2,1297,18.9,9.1,0.0,94%,D,F,D,C,D,1153
11901001,BASTROP H S,BASTROP ISD,BASTROP COUNTY,9-12,N,NO,1326,7.9,0.5,47.0,40.3,47.9,16.0,38.8,19.0,45.2,65.5,1374,19.3,18.9,36.3,85%,D,F,F,C,D,1154
142901001,COTULLA H S,COTULLA ISD,LA SALLE COUNTY,9-12,N,NO,366,0.0,0.5,93.2,5.7,84.7,11.3,27.2,29.7,44.5,59.0,1214,17.1,18.5,10.0,89%,D,F,F,F,D,1155
67903001,EASTLAND H S,EASTLAND ISD,EASTLAND COUNTY,9-12,N,NO,331,2.1,1.8,27.2,68.3,39.9,11.4,37.9,29.1,41.4,46.2,1374,21.4,0.0,0.0,85%,D,F,F,F,D,1156
21902001,TRAVIS B BRYAN H S,BRYAN ISD,BRAZOS COUNTY,9-12,N,NO,2168,17.8,0.6,52.0,28.3,64.0,18.8,33.0,21.3,47.8,55.7,1430,20.8,22.3,64.4,73%,D,F,F,F,D,1157
15912001,SOUTHWEST H S,SOUTHWEST ISD,BEXAR COUNTY,9-12,N,NO,3704,2.6,0.2,91.9,4.4,76.5,15.3,32.6,22.5,46.0,100.0,1114,18.5,15.8,22.3,81%,D,F,F,F,D,1158
101912100,TEXAS CONNECTIONS ACADEMY AT HOUSTON,HOUSTON ISD,HARRIS COUNTY,3-12,N,NO,5931,10.0,3.4,30.2,51.6,40.2,50.6,50.8,22.0,44.0,45.8,1457,20.9,4.4,60.0,53%,C,F,F,F,D-,1159
170902011,CANEY CREEK H S,CONROE ISD,MONTGOMERY COUNTY,9-12,N,NO,1931,1.4,0.5,48.1,47.9,66.1,16.0,31.9,27.9,43.1,50.7,1344,19.1,35.9,29.6,74%,D,F,F,F,D-,1160
27903001,BURNET H S,BURNET CISD,BURNET COUNTY,9-12,N,NO,893,0.8,0.8,28.4,67.1,46.7,14.8,32.5,21.3,49.6,64.4,1339,19.7,35.5,18.5,88%,D,F,D,C,D-,1161
166907001,BUCKHOLTS SCHOOL,BUCKHOLTS ISD,MILAM COUNTY,PK-12,N,NA,137,0.0,0.0,53.3,45.3,78.1,22.4,28.6,30.0,51.2,0.0,0,0.0,6.3,0.0,87%,D,F,C,F,D-,1162
