Campus ID,Campus Name,District,County,Grade Range,Charter?,Magnet?,Enrollment,% African American,% Asian,% Hispanic,% White,% Eco Dis,Mobility Rate,% Meets Grade Level - English I + II,% Meets Grade Level - Algebra I,Growth Score,SAT/ACT Participation Rate,Average SAT Total Score,Average ACT Total Score,AP/IB Participation Rate,AP/IB Pass Rate,Graduation Rate,Student Achievement Grade,Campus Performance Grade,Growth Grade,College Readiness Grade,C@R Grade,State Rank
101914005,MAYDE CREEK H S,KATY ISD,HARRIS COUNTY,9-12,N,NO,2758,17.2,6.9,56.2,17.7,58.4,13.9,51.9,55.9,55.5,59.3,1420,22.5,21.4,58.0,85%,B,A,A,B,B,327
84903001,HIGH ISLAND SCHOOL,HIGH ISLAND ISD,GALVESTON COUNTY,EE-12,N,NO,150,0.0,1.3,10.7,80.7,73.3,10.6,50.0,61.1,53.6,61.1,1296,19.0,0.0,0.0,95%,B,A,B,D,B,328
43905008,LONE STAR H S,FRISCO ISD,COLLIN COUNTY,9-12,N,NO,1950,17.8,10.6,18.2,49.2,13.3,9.0,76.3,48.7,47.5,71.0,1543,23.0,30.4,73.2,91%,A,B,F,A,B,329
101907004,CYPRESS CREEK H S,CYPRESS-FAIRBANKS ISD,HARRIS COUNTY,9-12,N,NA,3328,22.7,10.7,34.7,29.1,45.6,13.1,54.3,56.6,52.6,100.0,1522,19.2,24.2,66.5,83%,B,A,B,B,B,330
15802001,GEORGE GERVIN ACADEMY,GEORGE GERVIN ACADEMY,BEXAR COUNTY,PK-12,Y,NO,1246,38.0,0.3,55.5,2.4,93.7,39.2,30.1,96.0,61.6,28.1,0,14.8,0.0,0.0,56%,A,A,A,F,B,331
43912001,PROSPER H S,PROSPER ISD,COLLIN COUNTY,9-12,N,NO,2515,8.8,3.6,13.4,69.0,5.7,6.6,78.8,49.0,48.2,81.9,1586,23.3,35.2,68.1,91%,A,B,D,A,B,332
42901001,COLEMAN H S,COLEMAN ISD,COLEMAN COUNTY,9-12,N,NO,238,2.9,0.8,28.6,64.7,43.7,16.4,56.3,61.1,57.9,83.0,0,17.7,0.0,0.0,86%,B,A,A,F,B,333
15914001,ROBERT G COLE MIDDLE/HIGH SCHOOL,FT SAM HOUSTON ISD,BEXAR COUNTY,6-12,N,NO,690,20.6,2.3,38.0,29.9,22.9,16.6,63.1,67.0,53.8,83.7,1482,22.5,37.3,47.0,57%,A,A,B,F,B,334
220817001,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,TARRANT COUNTY,PK-12,Y,NA,1041,29.7,5.2,24.8,35.0,45.3,14.0,64.1,56.8,50.0,72.4,1359,19.4,4.3,0.0,83%,A,A,D,F,B,335
61911007,BYRON NELSON H S,NORTHWEST ISD,DENTON COUNTY,9-12,N,NO,2551,8.0,4.9,18.1,65.8,11.5,9.4,72.6,49.1,52.5,100.0,1524,20.8,51.7,59.1,88%,A,B,B,A,B,336
156905001,GRADY SCHOOL,GRADY ISD,MARTIN COUNTY,EE-12,N,NO,263,0.0,1.5,37.3,60.1,34.2,9.3,61.5,55.6,52.2,80.0,0,21.1,0.0,0.0,100%,B,A,B,C,B,337
220906004,COLLEYVILLE HERITAGE H S,GRAPEVINE-COLLEYVILLE ISD,TARRANT COUNTY,9-12,N,NO,2078,6.3,13.0,18.7,56.3,13.9,8.3,69.7,49.2,51.7,87.8,1629,24.9,54.9,71.8,89%,B,B,C,A,B,338
101837001,CALVIN NELMS H S,CALVIN NELMS CHARTER SCHOOLS,HARRIS COUNTY,9-12,Y,NA,168,8.9,1.8,54.8,31.5,38.7,16.8,63.7,57.6,59.4,16.7,1596,0.0,0.0,0.0,81%,A,A,A,F,B,339
15910009,INTERNATIONAL SCHOOL OF AMERICA,NORTH EAST ISD,BEXAR COUNTY,9-12,N,YES,489,3.9,3.5,56.6,31.9,23.3,3.1,80.6,33.3,46.9,100.0,1550,22.9,86.8,44.6,94%,B,B,F,A,B,340
15915019,WARREN H S,NORTHSIDE ISD,BEXAR COUNTY,9-12,N,NO,3023,7.8,2.2,75.0,12.4,42.3,12.3,53.9,58.0,55.1,98.9,1286,20.0,38.2,35.0,83%,B,A,A,C,B,341
181901001,BRIDGE CITY H S,BRIDGE CITY ISD,ORANGE COUNTY,9-12,N,NO,795,0.8,3.9,11.9,80.5,27.8,10.0,58.5,61.8,50.6,66.5,1433,22.5,13.6,47.8,85%,A,A,C,C,B,342
168903001,WESTBROOK SCHOOL,WESTBROOK ISD,MITCHELL COUNTY,PK-12,N,NO,271,0.7,0.0,32.5,64.9,32.5,9.9,58.1,64.7,52.0,64.3,0,17.8,0.0,0.0,92%,A,A,C,F,B,343
15907004,FOX TECHNICAL H S,SAN ANTONIO ISD,BEXAR COUNTY,9-12,N,NA,365,2.5,0.5,94.0,2.7,76.7,7.5,68.8,33.9,49.4,100.0,1357,18.7,81.1,21.9,94%,B,A,D,A,B,344
208903001,IRA SCHOOL,IRA ISD,SCURRY COUNTY,KG-12,N,NO,268,0.0,0.0,22.8,76.5,27.2,10.7,73.9,48.4,52.9,72.2,0,20.8,0.0,0.0,92%,A,A,B,D,B,345
75902001,LA GRANGE H S,LA GRANGE ISD,FAYETTE COUNTY,9-12,N,NO,607,8.6,0.7,34.6,54.4,39.5,9.5,52.3,57.6,55.4,61.5,1445,21.8,22.1,50.8,89%,B,A,A,B,B,346
161907001,LORENA HIGH,LORENA ISD,MCLENNAN COUNTY,9-12,N,NA,540,0.7,0.0,12.6,84.6,16.7,6.7,68.1,50.9,53.2,68.9,1529,22.9,13.3,62.5,92%,B,B,B,B,B,347
116909001,WOLFE CITY H S,WOLFE CITY ISD,HUNT COUNTY,9-12,N,NO,194,5.2,1.0,17.5,75.3,54.1,8.0,55.2,54.5,61.4,71.4,0,19.3,0.0,0.0,87%,B,A,A,F,B,348
168902001,LORAINE SCHOOL,LORAINE ISD,MITCHELL COUNTY,EE-12,N,NO,170,5.9,0.0,52.4,39.4,71.8,17.8,17.4,90.0,57.9,88.9,0,16.6,0.0,0.0,92%,B,A,A,F,B,349
144901001,GIDDINGS H S,GIDDINGS ISD,LEE COUNTY,9-12,N,NO,593,8.8,0.3,45.9,42.7,56.5,9.1,51.7,56.8,53.2,50.3,1428,19.1,34.4,28.1,90%,B,A,B,C,B,350
123807001,BOB HOPE SCHOOL,BOB HOPE SCHOOL,JEFFERSON COUNTY,6-12,Y,NA,603,3.0,0.5,94.9,1.3,91.2,13.6,51.1,61.9,55.2,58.1,1314,0.0,0.0,0.0,86%,B,A,A,F,B,351
6902001,CLAUDE H S,CLAUDE ISD,ARMSTRONG COUNTY,7-12,N,NO,172,4.1,0.0,7.6,86.6,43.6,8.2,52.9,65.2,44.7,55.2,1553,21.4,0.0,0.0,93%,B,A,F,C,B,352
138903001,MUNDAY SECONDARY,MUNDAY CISD,KNOX COUNTY,7-12,N,NO,141,11.3,0.7,45.4,36.2,52.5,10.4,45.9,62.5,51.6,63.0,1540,20.2,0.0,0.0,100%,B,A,C,B,B,353
41901001,BRONTE ISD,BRONTE ISD,COKE COUNTY,EE-12,N,NO,255,0.0,0.4,34.9,64.7,47.1,14.7,58.3,55.0,50.7,100.0,1385,20.7,0.0,0.0,88%,B,A,C,C,B,354
15915024,BRENNAN H S,NORTHSIDE ISD,BEXAR COUNTY,9-12,N,NO,2918,12.0,1.6,58.4,23.0,30.7,15.0,56.2,57.5,56.5,92.6,1325,20.0,32.7,35.7,86%,B,B,A,B,B,355
61903001,PILOT POINT H S,PILOT POINT ISD,DENTON COUNTY,9-12,N,NO,409,2.4,0.7,40.3,54.5,45.2,11.4,57.4,57.1,49.5,63.2,1534,22.0,8.9,10.5,88%,B,A,D,C,B,356
217901001,ASPERMONT H S,ASPERMONT ISD,STONEWALL COUNTY,6-12,N,NO,125,4.0,0.8,36.0,59.2,48.8,7.5,63.4,47.6,50.0,61.9,1350,21.3,2.8,0.0,100%,B,A,D,B,B,357
101907007,CYPRESS FALLS H S,CYPRESS-FAIRBANKS ISD,HARRIS COUNTY,9-12,N,NA,3651,19.0,11.0,45.7,21.3,49.4,9.7,55.4,51.8,52.1,96.5,1489,19.4,16.4,67.3,86%,B,A,B,B,B,358
220908003,MANSFIELD H S,MANSFIELD ISD,TARRANT COUNTY,9-12,N,NO,2413,18.1,6.5,18.0,51.8,20.8,7.2,69.0,49.3,50.3,77.8,1512,22.9,38.2,47.6,88%,B,B,C,B,B,359
74907001,HONEY GROVE H S,HONEY GROVE ISD,FANNIN COUNTY,9-12,N,NA,194,9.8,0.0,16.5,69.6,55.2,10.1,54.1,52.3,54.4,43.9,1380,20.4,22.2,55.0,91%,B,A,B,B,B,360
14903005,BELTON NEW TECH H S AT WASKOW,BELTON ISD,BELL COUNTY,9-12,N,NO,525,5.0,2.7,21.7,65.1,24.0,4.1,65.7,51.3,50.6,57.3,1513,23.0,30.2,43.3,92%,B,B,C,B,B,361
14905001,HOLLAND H S,HOLLAND ISD,BELL COUNTY,9-12,N,NO,233,3.4,0.0,30.5,66.1,39.9,6.9,61.4,51.7,52.4,70.6,1379,20.4,0.0,0.0,97%,B,A,B,C,B,362
246913002,CEDAR PARK H S,LEANDER ISD,WILLIAMSON COUNTY,9-12,N,NO,2016,3.0,5.7,17.5,70.2,10.3,4.9,77.6,42.9,48.3,89.9,1646,24.4,47.9,79.1,90%,A,B,D,A,B,363
240903001,UNITED H S,UNITED ISD,WEBB COUNTY,9-12,N,NO,4340,0.3,0.4,98.5,0.6,60.4,14.6,44.6,57.0,55.3,63.7,1341,19.3,26.9,70.2,93%,B,A,A,B,B,364
43911001,PRINCETON H S,PRINCETON ISD,COLLIN COUNTY,9-12,N,NO,1128,7.4,0.8,43.1,46.0,52.7,12.9,49.9,58.3,56.9,48.5,1434,20.5,18.2,38.5,84%,B,A,A,D,B,365
125903001,ORANGE GROVE H S,ORANGE GROVE ISD,JIM WELLS COUNTY,9-12,N,NO,542,0.2,0.7,57.2,41.0,49.8,12.6,46.2,60.6,56.6,65.8,1568,19.9,2.5,42.9,87%,B,A,A,C,B,366
101845006,YES PREP - BRAYS OAKS,YES PREP PUBLIC SCHOOLS INC,HARRIS COUNTY,6-12,Y,NO,929,18.7,2.4,77.2,1.1,90.3,7.1,50.7,56.8,48.6,100.0,1341,18.6,65.5,43.1,80%,B,A,D,B,B,367
101912036,WESTSIDE H S,HOUSTON ISD,HARRIS COUNTY,9-12,N,YES,2920,31.5,7.2,39.9,19.5,52.5,12.3,58.1,48.8,53.1,100.0,1360,22.0,40.3,48.4,79%,B,A,B,B,B,368
118902001,IRION H S,IRION COUNTY ISD,IRION COUNTY,7-12,N,NO,139,2.9,0.0,35.3,60.4,30.9,18.9,55.3,60.0,58.7,61.9,0,19.5,47.2,0.0,88%,B,A,A,D,B,369
43903001,CELINA H S,CELINA ISD,COLLIN COUNTY,9-12,N,NO,733,2.5,1.0,24.4,68.3,21.1,8.6,64.2,54.5,47.7,73.4,1562,22.2,27.1,47.8,92%,B,B,F,B,B,370
33904001,WHITE DEER H S,WHITE DEER ISD,CARSON COUNTY,7-12,N,NO,151,0.0,0.0,10.6,88.7,39.7,7.9,51.2,68.0,40.2,91.3,1420,20.5,0.0,0.0,96%,B,A,F,B,B,371
71905004,YSLETA H S,YSLETA ISD,EL PASO COUNTY,9-12,N,NO,1327,0.4,0.0,97.8,1.1,88.6,13.8,28.1,75.7,60.4,100.0,1164,14.2,23.9,33.6,81%,B,A,A,D,B,372
91901001,BELLS H S,BELLS ISD,GRAYSON COUNTY,9-12,N,NO,240,0.0,0.0,7.9,85.8,29.6,12.6,61.0,55.1,56.6,51.0,1444,22.0,2.0,0.0,90%,B,A,A,D,B,373
227907004,MANOR NEW TECHNOLOGY HIGH,MANOR ISD,TRAVIS COUNTY,9-12,N,NA,391,19.2,5.1,56.3,17.4,58.1,7.9,59.8,44.2,48.0,90.1,1424,20.4,17.0,36.7,98%,B,A,F,A,B,374
1902001,CAYUGA H S,CAYUGA ISD,ANDERSON COUNTY,9-12,N,NO,173,4.0,1.2,3.5,85.5,30.6,12.0,54.3,59.0,58.0,60.0,1433,23.3,0.0,0.0,92%,B,B,A,C,B,375
201910002,TATUM H S,TATUM ISD,RUSK COUNTY,9-12,N,NO,492,30.5,0.0,22.0,46.5,51.6,10.5,57.5,59.8,46.9,55.0,1338,19.3,0.0,0.0,87%,B,A,F,F,B,376
246909004,MCNEIL H S,ROUND ROCK ISD,TRAVIS COUNTY,9-12,N,NO,2640,11.3,17.5,25.6,40.8,21.3,14.0,65.5,44.8,52.2,100.0,1505,24.1,34.8,85.1,90%,B,B,B,A,B,377
139912001,PRAIRILAND H S,PRAIRILAND ISD,LAMAR COUNTY,9-12,N,NO,315,0.0,0.0,8.3,89.2,38.7,13.2,50.8,65.2,54.6,57.8,1276,18.8,0.0,0.0,89%,B,A,B,F,B,378
91917001,GUNTER H S,GUNTER ISD,GRAYSON COUNTY,9-12,N,NA,259,0.0,0.0,18.1,78.4,19.7,5.0,72.4,39.1,56.1,70.1,1505,22.1,18.9,54.2,96%,B,B,A,A,B,379
112906001,NORTH HOPKINS H S,NORTH HOPKINS ISD,HOPKINS COUNTY,7-12,N,NO,253,0.4,0.8,25.3,68.8,55.7,8.6,56.3,47.7,51.3,41.0,1920,20.3,5.6,50.0,97%,B,A,C,B,B,380
249908001,SLIDELL SCHOOLS,SLIDELL ISD,WISE COUNTY,EE-12,N,NO,253,0.0,0.0,28.5,69.6,54.2,22.3,51.4,56.3,48.6,42.1,1612,23.9,0.0,0.0,100%,B,A,D,B,B,381
31901001,HANNA EARLY COLLEGE H S,BROWNSVILLE ISD,CAMERON COUNTY,9-12,N,NO,2688,0.0,0.6,98.3,1.1,92.0,13.6,47.5,57.6,57.8,74.3,1281,18.2,33.2,17.0,82%,B,A,A,F,B,382
31901009,VETERANS MEMORIAL EARLY COLLEGE H S,BROWNSVILLE ISD,CAMERON COUNTY,9-12,N,NO,1985,0.3,0.4,97.8,1.6,90.7,7.5,55.9,46.8,51.2,89.5,1341,19.2,49.0,30.1,89%,B,A,C,B,B,383
168901001,COLORADO H S,COLORADO ISD,MITCHELL COUNTY,9-12,N,NO,248,8.5,1.2,50.8,38.3,45.6,14.7,50.4,60.9,57.3,92.9,1303,17.3,0.0,0.0,84%,B,A,A,F,B,384
101912002,BELLAIRE H S,HOUSTON ISD,HARRIS COUNTY,9-12,N,YES,3486,19.4,13.3,45.4,19.8,48.7,10.7,54.5,48.3,51.9,100.0,1493,24.7,44.9,82.1,79%,B,B,C,B,B,385
57909010,SACHSE H S,GARLAND ISD,DALLAS COUNTY,9-12,N,NO,2811,16.3,11.3,35.0,34.6,38.6,10.1,55.3,51.5,54.9,65.2,1424,21.3,47.3,41.0,88%,B,B,B,B,B,386
126902006,BURLESON CENTENNIAL H S,BURLESON ISD,JOHNSON COUNTY,9-12,N,NO,1693,7.5,0.8,22.4,65.3,31.8,10.5,58.5,50.6,54.2,77.2,1435,21.3,36.3,50.2,88%,B,B,B,B,B,387
144902001,LEXINGTON H S,LEXINGTON ISD,LEE COUNTY,9-12,N,NO,270,7.8,0.0,14.8,75.2,40.0,13.5,57.0,51.9,55.8,62.7,1412,19.3,25.7,22.2,89%,B,B,A,C,B,388
5901001,ARCHER CITY H S,ARCHER CITY ISD,ARCHER COUNTY,7-12,N,NO,230,0.0,0.0,10.9,82.6,27.4,12.0,66.7,44.1,55.6,53.1,1570,21.1,30.8,29.2,92%,B,B,A,B,B,389
186903001,IRAAN H S,IRAAN-SHEFFIELD ISD,PECOS COUNTY,9-12,N,NO,121,0.8,0.8,59.5,35.5,43.8,8.1,56.9,55.2,52.3,71.0,0,17.9,0.0,0.0,95%,B,A,B,D,B,390
109901001,ABBOTT SCHOOL,ABBOTT ISD,HILL COUNTY,EE-12,N,NO,283,0.7,0.0,12.7,84.1,26.1,3.0,65.5,48.1,51.5,100.0,1540,20.2,0.0,0.0,96%,B,B,C,B,B,391
234909001,FRUITVALE H S,FRUITVALE ISD,VAN ZANDT COUNTY,9-12,N,NO,115,1.7,1.7,7.8,80.0,47.0,16.8,50.0,66.7,50.5,30.3,0,20.2,0.0,0.0,88%,B,A,C,F,B,392
220908007,MANSFIELD LAKE RIDGE H S,MANSFIELD ISD,TARRANT COUNTY,9-12,N,NO,2230,36.1,6.5,25.4,26.9,25.7,11.6,63.2,49.9,54.0,76.8,1401,20.6,33.8,40.3,87%,B,B,B,B,B,393
252901001,GRAHAM H S,GRAHAM ISD,YOUNG COUNTY,9-12,N,NO,738,1.1,0.8,26.8,70.1,47.0,11.8,44.6,58.8,56.3,67.9,1403,20.7,9.3,35.7,92%,B,B,A,B,B,394
101912455,ENERGIZED FOR STEM ACADEMY SOUTHWEST H S,HOUSTON ISD,HARRIS COUNTY,9-12,N,NO,303,6.3,0.3,93.1,0.3,94.1,10.5,45.6,50.8,50.5,100.0,1312,19.0,100.0,23.6,95%,B,B,C,A,B,395
108807007,IDEA COLLEGE PREPARATORY ALAMO,IDEA PUBLIC SCHOOLS,HIDALGO COUNTY,6-12,Y,NA,775,0.5,0.3,98.5,0.8,97.4,7.5,53.4,49.3,51.5,0.0,0,0.0,92.9,55.1,96%,B,A,C,B,B,396
169901001,BOWIE H S,BOWIE ISD,MONTAGUE COUNTY,9-12,N,NO,474,0.4,0.8,15.4,79.1,43.7,17.0,48.5,59.3,54.9,70.1,1392,22.1,3.7,50.0,83%,B,A,B,C,B,397
116916001,BOLES H S,BOLES ISD,HUNT COUNTY,9-12,N,NO,168,3.0,0.6,16.1,75.0,42.9,15.6,54.7,62.3,44.8,51.0,1395,19.8,0.0,0.0,92%,B,A,F,D,B,398
1909001,SLOCUM H S,SLOCUM ISD,ANDERSON COUNTY,9-12,N,NO,107,0.0,0.0,3.7,93.5,42.1,7.5,59.7,53.1,50.9,44.0,1497,20.5,0.0,0.0,91%,B,A,C,D,B,399
246913001,LEANDER H S,LEANDER ISD,WILLIAMSON COUNTY,9-12,N,NO,2118,5.7,2.7,32.2,54.5,29.4,13.1,60.5,49.6,51.1,74.3,1549,22.4,32.4,76.3,84%,B,B,C,B,B,400
104907001,PAINT CREEK SCHOOL,PAINT CREEK ISD,HASKELL COUNTY,EE-12,N,NA,142,0.0,0.0,36.6,61.3,77.5,35.9,50.0,62.5,48.2,40.0,0,21.0,0.0,0.0,87%,B,A,D,F,B,401
178903001,CALALLEN H S,CALALLEN ISD,NUECES COUNTY,9-12,N,NO,1240,1.8,1.0,57.1,38.6,37.7,12.1,55.0,55.7,49.4,65.4,1395,21.0,15.3,55.6,88%,B,B,D,B,B,402
100907001,LUMBERTON H S,LUMBERTON ISD,HARDIN COUNTY,9-12,N,NA,1125,0.4,1.2,7.8,87.9,20.0,10.2,56.2,59.9,56.2,71.8,1399,21.0,12.4,57.7,82%,B,B,A,C,B,403
249906001,PARADISE H S,PARADISE ISD,WISE COUNTY,9-12,N,NO,365,0.0,0.0,9.6,87.7,18.4,10.5,69.1,45.8,62.5,65.8,1375,20.2,0.6,0.0,91%,B,B,A,D,B,404
110908001,WHITHARRAL SCHOOL,WHITHARRAL ISD,HOCKLEY COUNTY,KG-12,N,NO,176,2.3,0.0,41.5,54.5,31.3,9.6,63.6,50.0,51.0,91.7,1404,20.3,0.0,0.0,93%,B,B,C,C,B,405
144903001,DIME BOX SCHOOL,DIME BOX ISD,LEE COUNTY,EE-12,N,NO,171,37.4,0.0,34.5,21.1,76.0,19.5,27.0,81.8,44.4,64.3,1343,15.3,0.0,0.0,100%,B,A,F,C,B,406
109902001,BYNUM SCHOOL,BYNUM ISD,HILL COUNTY,EE-12,N,NO,179,3.9,0.0,29.6,61.5,69.8,9.1,48.5,52.6,49.7,61.1,1584,23.6,0.0,0.0,100%,B,A,D,B,B,407
212906001,WHITEHOUSE H S,WHITEHOUSE ISD,SMITH COUNTY,9-12,N,NO,1387,12.9,4.5,11.8,66.5,31.9,12.7,59.9,50.5,52.9,53.4,1529,22.9,16.4,49.6,87%,B,B,B,B,B,408
20908001,PEARLAND H S,PEARLAND ISD,BRAZORIA COUNTY,9-12,N,NO,2980,14.0,5.6,33.1,43.9,28.8,9.2,58.0,49.4,52.4,66.0,1505,22.4,39.6,57.8,92%,B,B,B,A,B,409
22901001,ALPINE H S,ALPINE ISD,BREWSTER COUNTY,9-12,N,NO,294,0.7,1.0,63.6,33.3,40.8,11.0,68.9,45.1,47.1,78.3,1354,18.7,12.1,56.3,83%,B,A,F,C,B,410
14908001,SALADO H S,SALADO ISD,BELL COUNTY,9-12,N,NO,517,0.6,1.0,20.5,74.9,21.1,9.1,59.9,49.5,51.7,73.5,1521,24.5,39.3,60.0,95%,B,B,C,A,B,411
133903001,TIVY H S,KERRVILLE ISD,KERR COUNTY,9-12,N,NO,1438,1.9,1.3,42.8,51.3,42.3,15.0,54.0,51.9,52.3,64.9,1492,23.0,29.9,57.6,84%,B,B,B,B,B,412
127906001,STAMFORD H S,STAMFORD ISD,JONES COUNTY,9-12,N,NO,169,10.1,1.2,40.2,45.0,56.8,17.1,39.2,69.0,52.0,70.0,0,18.3,0.0,0.0,93%,B,A,C,F,B,413
225906001,CHAPEL HILL H S,CHAPEL HILL ISD,TITUS COUNTY,9-12,N,NO,339,0.9,0.0,38.9,58.1,46.6,9.4,49.1,55.9,52.0,43.2,1453,21.4,27.1,50.0,89%,B,B,C,B,B,414
19906001,REDWATER H S,REDWATER ISD,BOWIE COUNTY,9-12,N,NO,368,2.7,0.8,4.1,90.8,27.2,7.4,55.5,61.0,50.2,74.1,1705,20.9,0.0,0.0,89%,B,B,C,C,B,415
101907003,JERSEY VILLAGE H S,CYPRESS-FAIRBANKS ISD,HARRIS COUNTY,9-12,N,NA,3610,10.8,10.9,59.1,17.0,54.3,9.4,54.0,47.1,51.9,100.0,1462,19.1,14.7,72.6,86%,B,B,C,B,B,416
141901001,LAMPASAS H S,LAMPASAS ISD,LAMPASAS COUNTY,9-12,N,NO,1032,2.6,1.2,24.7,67.2,43.4,13.8,58.3,47.4,56.8,55.7,1444,21.7,21.5,52.8,80%,B,B,A,C,B,417
230903001,ORE CITY H S,ORE CITY ISD,UPSHUR COUNTY,9-12,N,NO,234,11.1,0.0,10.7,73.5,66.2,16.6,58.9,47.9,55.5,56.8,1397,20.0,1.0,0.0,81%,B,A,A,F,B,418
230908001,UNION GROVE H S,UNION GROVE ISD,UPSHUR COUNTY,9-12,N,NO,209,0.5,0.5,3.3,90.9,36.8,11.3,58.3,60.4,45.7,50.0,1322,21.0,0.0,0.0,89%,B,A,F,F,B,419
246913004,ROUSE H S,LEANDER ISD,WILLIAMSON COUNTY,9-12,N,NO,1990,5.6,3.1,26.9,60.4,20.5,10.6,66.1,47.6,52.1,70.7,1535,21.5,29.2,61.7,85%,B,B,B,B,B,420
221801027,ISCHOOL HIGH - LEWISVILLE,TEXAS COLLEGE PREPARATORY ACADEMIES,DENTON COUNTY,PK-12,Y,NO,288,6.3,5.6,23.3,57.6,12.8,15.1,71.1,50.9,50.1,82.5,1574,23.1,25.5,57.1,76%,A,B,C,C,B,421
104901001,HASKELL H S,HASKELL CISD,HASKELL COUNTY,9-12,N,NO,165,6.1,0.6,30.9,60.0,57.0,19.2,45.2,61.5,54.3,60.7,0,19.3,0.0,0.0,91%,B,A,B,F,B,422
71905001,BEL AIR H S,YSLETA ISD,EL PASO COUNTY,9-12,N,NO,2000,0.8,0.3,96.8,2.1,77.5,13.4,42.8,57.6,57.2,100.0,1274,15.3,36.4,21.0,82%,B,A,A,D,B-,423
221911001,JIM NED H S,JIM NED CISD,TAYLOR COUNTY,9-12,N,NO,318,0.0,0.6,10.1,86.8,20.4,8.4,58.2,55.4,49.5,77.0,1383,22.6,36.0,50.8,91%,B,B,D,B,B-,424
57916004,PEARCE H S,RICHARDSON ISD,DALLAS COUNTY,9-12,N,NO,2332,6.8,2.9,43.8,43.7,32.5,10.9,58.7,46.8,50.1,98.0,1588,21.3,52.0,62.4,86%,B,B,C,A,B-,425
230902002,GILMER H S,GILMER ISD,UPSHUR COUNTY,9-12,N,NO,699,15.6,0.3,15.5,63.2,58.5,20.3,42.8,60.2,53.9,81.6,1408,18.8,19.7,31.9,83%,B,A,B,C,B-,426
182901001,GORDON SCHOOL,GORDON ISD,PALO PINTO COUNTY,PK-12,N,NO,203,1.5,0.5,19.7,75.4,48.3,15.0,50.0,56.3,52.5,41.2,1454,22.3,0.0,0.0,94%,B,A,B,C,B-,427
129902003,NORTH FORNEY H S,FORNEY ISD,KAUFMAN COUNTY,9-12,N,NO,1485,19.0,2.0,23.6,51.6,24.2,12.4,60.0,53.1,51.6,63.2,1405,19.9,18.5,56.3,90%,B,B,C,B,B-,428
51901001,PADUCAH SCHOOL,PADUCAH ISD,COTTLE COUNTY,EE-12,N,NO,206,8.7,0.0,42.2,45.6,70.9,13.0,41.0,62.5,48.6,75.0,0,19.8,0.0,0.0,100%,B,A,D,C,B-,429
241902001,EAST BERNARD H S,EAST BERNARD ISD,WHARTON COUNTY,9-12,N,NO,326,4.3,0.0,26.1,69.3,26.1,3.4,72.4,45.2,47.8,57.1,1396,20.7,0.0,0.0,95%,B,B,F,C,B-,430
65902001,HEDLEY SCHOOL,HEDLEY ISD,DONLEY COUNTY,PK-12,N,NO,116,1.7,0.0,20.7,76.7,78.4,20.8,50.0,NA,46.7,54.5,0,17.3,4.3,100.0,100%,B,A,F,B,B-,431
101912008,LAMAR H S,HOUSTON ISD,HARRIS COUNTY,9-12,N,YES,3388,32.9,4.7,36.1,24.0,47.7,10.4,56.2,45.4,47.7,100.0,1419,23.2,56.4,45.8,87%,B,B,F,A,B-,432
242905001,KELTON SCHOOL,KELTON ISD,WHEELER COUNTY,PK-12,N,NO,104,0.0,1.0,34.6,58.7,61.5,13.4,77.8,28.6,56.8,100.0,0,19.0,0.0,0.0,78%,B,A,A,F,B-,433
251902001,PLAINS H S,PLAINS ISD,YOAKUM COUNTY,9-12,N,NO,117,0.0,0.0,68.4,30.8,58.1,16.2,69.8,34.8,55.9,73.1,0,18.8,0.0,0.0,90%,B,A,A,F,B-,434
70915001,MAYPEARL H S,MAYPEARL ISD,ELLIS COUNTY,9-12,N,NO,329,1.5,1.5,17.3,77.5,35.3,6.0,56.1,52.8,53.8,49.4,1443,22.2,0.0,0.0,95%,B,B,B,C,B-,435
102904002,HALLSVILLE H S,HALLSVILLE ISD,HARRISON COUNTY,9-12,N,NO,1485,7.1,0.7,12.9,75.4,32.7,11.0,56.6,52.4,50.0,64.4,1477,21.3,17.0,65.8,87%,B,B,C,B,B-,436
220901005,MARTIN H S,ARLINGTON ISD,TARRANT COUNTY,9-12,N,NO,3451,15.5,7.9,18.6,54.5,26.7,9.4,63.6,45.8,51.5,70.8,1529,23.6,29.5,62.9,85%,B,B,C,B,B-,437
47901001,COMANCHE H S,COMANCHE ISD,COMANCHE COUNTY,9-12,N,NO,330,0.6,0.6,52.1,45.5,58.2,14.4,48.9,50.0,54.4,62.1,1359,20.6,26.9,25.5,93%,B,B,B,B,B-,438
112909001,SALTILLO SCHOOL,SALTILLO ISD,HOPKINS COUNTY,EE-12,N,NO,247,3.2,0.0,23.5,71.7,68.0,11.0,48.6,58.8,51.1,94.1,0,20.4,0.0,0.0,81%,B,A,C,F,B-,439
126905001,JOSHUA H S,JOSHUA ISD,JOHNSON COUNTY,9-12,N,NO,1078,1.5,0.6,23.8,71.2,36.1,13.8,52.1,56.6,50.8,66.7,1452,21.5,8.5,54.9,85%,B,B,C,C,B-,440
219901001,HAPPY H S,HAPPY ISD,SWISHER COUNTY,7-12,N,NO,117,1.7,0.0,16.2,78.6,30.8,10.3,58.1,54.5,52.0,82.4,0,19.4,0.0,0.0,95%,B,B,B,D,B-,441
