Campus ID,Campus Name,District,County,Grade Range,Charter?,Magnet?,Enrollment,% African American,% Asian,% Hispanic,% White,% Eco Dis,Mobility Rate,% Meets Grade Level - Reading,% Meets Grade Level - Math,Growth Score,Student Achievement Grade,Campus Performance Grade,Growth Grade,C@R Grade,State Rank
57905217,WILLIAM B TRAVIS ACDMY/VNGRD FOR ACADEMICALLY TAG,DALLAS ISD,DALLAS COUNTY,4-5,N,YES,196,4.6,14.3,18.9,59.7,22.4,2.3,98.9,95.3,55.0,A,A,B,A+,1
57910135,SCHOOL FOR THE HIGHLY GIFTED,GRAND PRAIRIE ISD,DALLAS COUNTY,1-6,N,NO,106,16.0,11.3,27.4,39.6,34.9,1.1,96.5,93.0,53.9,A,A,B,A+,2
178904139,WINDSOR PARK G/T,CORPUS CHRISTI ISD,NUECES COUNTY,1-5,N,NO,590,3.2,12.0,48.1,35.4,28.1,4.4,93.9,96.0,56.8,A,A,A,A+,3
19907116,MARTHA & JOSH MORRISS MATH & ENGINEERING EL,TEXARKANA ISD,BOWIE COUNTY,KG-5,N,YES,406,15.3,3.0,4.7,70.7,22.2,2.6,92.7,95.9,58.3,A,A,A,A+,4
165901126,CARVER CENTER,MIDLAND ISD,MIDLAND COUNTY,1-6,N,NO,450,2.4,4.9,28.7,60.4,12.4,7.6,94.6,95.2,58.9,A,A,A,A+,5
246909125,CANYON CREEK EL,ROUND ROCK ISD,TRAVIS COUNTY,KG-5,N,NO,428,0.7,38.8,11.9,43.0,1.9,5.7,93.5,95.9,59.9,A,A,A,A+,6
101912039,T H ROGERS SCHOOL,HOUSTON ISD,HARRIS COUNTY,KG-12,N,YES,929,14.2,45.6,20.2,16.0,29.5,1.7,87.8,89.2,54.9,A,A,B,A+,7
92903117,HUDSON EL,LONGVIEW ISD,GREGG COUNTY,1-5,N,YES,617,19.1,4.2,15.9,54.3,26.3,3.2,87.6,90.3,52.5,A,A,B,A+,8
220919107,OLD UNION EL,CARROLL ISD,TARRANT COUNTY,EE-4,N,NO,463,1.5,11.4,10.6,71.3,3.7,3.7,89.8,94.1,58.3,A,A,A,A+,9
68901118,EL MAGNET AT REAGAN EL,ECTOR COUNTY ISD,ECTOR COUNTY,KG-5,N,YES,574,1.7,4.2,55.4,37.1,18.5,3.2,85.1,89.9,59.9,A,A,A,A+,10
101921112,CREEKSIDE FOREST EL,TOMBALL ISD,HARRIS COUNTY,KG-5,N,NO,553,1.4,10.3,28.4,55.2,1.1,6.5,87.8,94.1,61.7,A,A,A,A+,11
57909125,HILLSIDE ACAD FOR EXCEL,GARLAND ISD,DALLAS COUNTY,EE-5,N,YES,441,11.8,15.6,40.1,26.1,54.9,2.4,81.1,85.3,51.3,A,A,C,A+,12
79907135,COMMONWEALTH EL,FORT BEND ISD,FORT BEND COUNTY,KG-5,N,NO,792,4.3,65.2,7.1,20.3,1.3,1.0,89.0,92.4,62.2,A,A,A,A+,13
101912178,HORN EL,HOUSTON ISD,HARRIS COUNTY,EE-5,N,YES,846,6.3,28.3,17.0,43.7,13.6,3.7,85.3,91.4,58.5,A,A,A,A+,14
57903114,MCCOY EL,CARROLLTON-FARMERS BRANCH ISD,DALLAS COUNTY,KG-5,N,NO,436,11.9,33.0,26.4,22.7,36.5,8.9,77.4,90.4,56.1,A,A,A,A+,15
57909111,KIMBERLIN ACAD FOR EXCEL,GARLAND ISD,DALLAS COUNTY,EE-5,N,YES,490,18.2,8.6,31.8,35.3,36.5,2.7,84.8,83.3,54.4,A,A,B,A+,16
101912228,RIVER OAKS EL,HOUSTON ISD,HARRIS COUNTY,KG-5,N,YES,675,6.8,26.8,16.1,41.2,10.4,3.7,87.7,89.3,57.4,A,A,A,A+,17
43905138,MCSPEDDEN EL,FRISCO ISD,COLLIN COUNTY,KG-5,N,NO,653,2.8,72.0,3.1,19.4,0.8,5.4,87.6,91.8,60.0,A,A,A,A+,18
43901111,KERR EL,ALLEN ISD,COLLIN COUNTY,EE-6,N,NO,660,6.2,42.3,7.6,38.2,3.6,4.3,83.9,92.0,62.0,A,A,A,A+,19
101912255,WEST UNIVERSITY EL,HOUSTON ISD,HARRIS COUNTY,KG-5,N,NO,1272,2.4,19.9,10.0,63.1,1.4,4.3,90.7,88.2,58.9,A,A,A,A+,20
101828001,HOUSTON GATEWAY ACADEMY - CORAL CAMPUS,HOUSTON GATEWAY ACADEMY INC,HARRIS COUNTY,PK-12,Y,NO,845,0.8,0.2,97.8,0.8,90.5,8.2,64.1,89.5,53.2,A,A,B,A+,21
58905001,KLONDIKE ISD,KLONDIKE ISD,DAWSON COUNTY,EE-12,N,NO,259,0.8,0.8,34.0,62.9,35.1,13.8,72.6,89.6,58.8,A,A,A,A+,22
101862001,HARMONY SCIENCE ACADEMY-SUGAR LAND,HARMONY SCHOOL OF SCIENCE - HOUSTON,FORT BEND COUNTY,KG-6,Y,NO,769,25.2,41.0,14.8,17.4,53.8,5.9,74.7,80.7,59.2,A,A,A,A+,23
146903101,DEVERS EL,DEVERS ISD,LIBERTY COUNTY,EE-5,N,NO,135,3.7,0.0,31.1,63.7,43.7,5.6,73.7,89.5,52.2,A,A,B,A+,24
31906108,OLMITO EL,LOS FRESNOS CISD,CAMERON COUNTY,EE-5,N,NO,647,0.6,0.6,97.5,1.1,71.6,9.1,70.6,79.4,59.8,A,A,A,A+,25
246909116,LAUREL MOUNTAIN EL,ROUND ROCK ISD,TRAVIS COUNTY,KG-5,N,NO,786,0.9,53.6,7.4,32.3,3.1,5.1,85.4,90.0,60.2,A,A,A,A+,26
246909105,SPICEWOOD EL,ROUND ROCK ISD,TRAVIS COUNTY,KG-5,N,NO,825,0.8,32.6,12.5,49.1,5.7,3.1,84.9,88.7,59.8,A,A,A,A+,27
101813107,KIPP SHARP COLLEGE PREP,KIPP INC CHARTER,HARRIS COUNTY,EE-4,Y,NO,909,20.0,7.6,69.9,1.3,88.2,2.4,71.9,78.5,54.7,A,A,B,A+,28
57905134,GEORGE BANNERMAN DEALEY MONTESSORI,DALLAS ISD,DALLAS COUNTY,PK-6,N,YES,440,9.1,10.9,31.1,40.9,33.0,1.6,84.2,79.1,55.9,A,A,A,A+,29
220919103,WALNUT GROVE EL,CARROLL ISD,TARRANT COUNTY,KG-4,N,NO,664,3.3,19.6,8.6,64.2,1.8,3.5,87.0,90.4,56.7,A,A,A,A+,30
170902120,GALATAS EL,CONROE ISD,MONTGOMERY COUNTY,EE-4,N,NO,667,1.2,9.9,18.1,66.0,1.9,8.6,87.6,90.3,55.8,A,A,A,A+,31
79907147,CORNERSTONE EL,FORT BEND ISD,FORT BEND COUNTY,KG-5,N,NO,1087,2.9,77.5,5.1,9.7,2.8,4.1,85.0,89.6,59.4,A,A,A,A+,32
43910136,BEVERLY EL,PLANO ISD,COLLIN COUNTY,KG-5,N,NO,481,6.0,34.5,11.0,44.9,12.9,7.0,82.9,86.3,58.3,A,A,A,A+,33
57909122,WALNUT GLEN ACAD FOR EXCEL,GARLAND ISD,DALLAS COUNTY,EE-5,N,YES,437,18.3,16.5,36.2,21.7,55.6,5.2,72.8,80.9,57.2,A,A,A,A+,34
43901115,MARY EVANS EL,ALLEN ISD,COLLIN COUNTY,EE-6,N,NO,680,5.6,39.3,6.5,42.8,2.9,6.4,84.5,89.8,58.2,A,A,A,A+,35
220905171,TANGLEWOOD EL,FORT WORTH ISD,TARRANT COUNTY,EE-5,N,NO,845,3.1,7.8,8.3,76.1,5.2,6.1,88.0,84.7,58.3,A,A,A,A+,36
220919108,EUBANKS INT,CARROLL ISD,TARRANT COUNTY,5-6,N,NO,602,2.0,13.6,9.1,69.3,1.0,3.5,82.9,92.3,58.1,A,A,A,A+,37
246909132,CACTUS RANCH EL,ROUND ROCK ISD,WILLIAMSON COUNTY,KG-5,N,NO,995,1.9,35.0,11.9,46.5,1.0,3.8,85.7,89.9,57.4,A,A,A,A+,38
220919102,CARROLL EL,CARROLL ISD,TARRANT COUNTY,EE-4,N,NO,579,2.2,20.6,7.8,63.4,1.4,5.6,85.5,89.5,58.1,A,A,A,A+,39
61902136,CASTLE HILLS EL,LEWISVILLE ISD,DENTON COUNTY,KG-5,N,NO,672,3.9,28.9,7.6,54.0,2.2,2.4,83.9,90.6,57.7,A,A,A,A+,40
220919101,JACK D JOHNSON EL,CARROLL ISD,TARRANT COUNTY,KG-4,N,NO,610,2.0,22.0,8.7,62.3,2.1,5.0,83.9,91.9,55.6,A,A,A,A+,41
101920118,WILCHESTER EL,SPRING BRANCH ISD,HARRIS COUNTY,EE-5,N,NO,796,0.8,12.3,11.3,72.2,2.8,5.6,83.1,89.3,59.5,A,A,A,A+,42
57916123,PRAIRIE CREEK EL,RICHARDSON ISD,DALLAS COUNTY,EE-6,N,NO,346,3.2,2.9,8.4,82.9,5.2,3.3,85.2,87.1,57.6,A,A,A,A+,43
57916128,BRENTFIELD EL,RICHARDSON ISD,DALLAS COUNTY,KG-6,N,NO,729,1.9,3.7,11.2,77.0,4.9,5.2,83.9,89.9,55.2,A,A,A,A+,44
161903101,WOODWAY EL,MIDWAY ISD,MCLENNAN COUNTY,EE-4,N,NO,553,9.6,4.7,20.8,62.0,36.5,16.4,74.8,83.0,57.7,A,A,A,A+,45
170902050,COLLINS INT,CONROE ISD,MONTGOMERY COUNTY,5-6,N,NO,703,5.0,6.7,21.6,62.0,9.4,6.1,81.2,86.0,61.1,A,A,A,A+,46
174801101,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,NACOGDOCHES COUNTY,KG-5,Y,NO,255,5.9,5.5,11.8,72.5,8.6,3.4,82.0,86.1,59.8,A,A,A,A+,47
101828002,HOUSTON GATEWAY ACADEMY INC ELITE COLLEGE PREP,HOUSTON GATEWAY ACADEMY INC,HARRIS COUNTY,PK-12,Y,NO,701,2.7,0.1,96.4,0.7,90.2,9.1,60.1,85.0,56.7,A,A,A,A+,48
188901142,WOODLANDS EL,AMARILLO ISD,POTTER COUNTY,EE-4,N,NO,419,6.2,6.2,16.0,68.3,26.5,11.5,73.2,88.2,56.8,A,A,A,A+,49
101907156,POPE EL,CYPRESS-FAIRBANKS ISD,HARRIS COUNTY,KG-5,N,NO,1131,9.0,17.3,18.5,50.4,4.9,4.7,82.6,89.0,57.0,A,A,A,A+,50
161903105,SOUTH BOSQUE EL,MIDWAY ISD,MCLENNAN COUNTY,EE-4,N,NO,579,7.3,4.7,11.1,72.2,14.9,6.9,84.5,82.3,55.5,A,A,A,A+,51
170902123,BUCKALEW EL,CONROE ISD,MONTGOMERY COUNTY,EE-4,N,NO,636,2.4,9.4,15.6,67.1,2.7,7.2,82.0,88.0,60.3,A,A,A,A+,52
43905109,BORCHARDT EL,FRISCO ISD,COLLIN COUNTY,KG-5,N,NO,703,5.4,64.4,6.4,19.9,5.3,8.5,82.4,87.1,58.8,A,A,A,A+,53
57916118,SPRING CREEK EL,RICHARDSON ISD,DALLAS COUNTY,KG-6,N,NO,338,5.6,2.4,19.8,69.5,16.6,9.0,79.6,85.0,57.1,A,A,A,A+,54
170902074,DERETCHIN EL,CONROE ISD,HARRIS COUNTY,EE-6,N,NO,1011,3.5,10.6,24.8,56.3,3.6,8.3,81.4,88.1,59.7,A,A,A,A+,55
43910140,ANDREWS EL,PLANO ISD,COLLIN COUNTY,KG-5,N,NO,605,5.0,69.4,6.8,17.4,4.8,10.8,84.1,85.7,57.7,A,A,A,A+,56
101920112,RUMMEL CREEK EL,SPRING BRANCH ISD,HARRIS COUNTY,EE-5,N,NO,706,0.8,13.7,13.5,68.6,2.7,5.0,80.3,86.3,63.8,A,A,A,A+,57
43901113,DR E T BOON EL,ALLEN ISD,COLLIN COUNTY,EE-6,N,NO,710,7.3,25.9,8.6,53.0,7.2,5.4,78.1,88.6,59.9,A,A,A,A+,58
57911103,HYER EL,HIGHLAND PARK ISD,DALLAS COUNTY,KG-4,N,NO,697,0.3,3.9,3.2,89.0,0.0,1.8,84.6,86.6,58.9,A,A,A,A+,59
214903103,FLORENCE J SCOTT EL,ROMA ISD,STARR COUNTY,EE-5,N,NO,628,0.0,0.2,99.8,0.0,91.2,6.0,68.8,74.0,56.5,A,A,A,A+,60
220902120,GREEN VALLEY EL,BIRDVILLE ISD,TARRANT COUNTY,EE-5,N,NO,449,2.4,2.4,14.9,75.5,16.5,6.1,83.0,80.4,56.9,A,A,A,A+,61
101912460,MANDARIN IMMERSION MAGNET SCHOOL,HOUSTON ISD,HARRIS COUNTY,PK-7,N,YES,545,18.2,34.1,17.4,19.6,22.9,1.7,79.7,80.2,57.5,A,A,A,A+,62
101912275,BUSH EL,HOUSTON ISD,HARRIS COUNTY,EE-5,N,NO,861,8.0,40.4,22.0,26.7,14.5,9.6,75.4,88.0,57.7,A,A,A,A+,63
108916105,VALLEY VIEW SOUTH EL,VALLEY VIEW ISD,HIDALGO COUNTY,EE-4,N,NO,362,0.0,0.0,99.7,0.3,90.1,8.7,71.4,74.4,51.1,A,A,C,A+,64
170902067,MITCHELL INT,CONROE ISD,MONTGOMERY COUNTY,5-6,N,NO,1227,2.6,8.0,18.5,65.7,6.3,8.5,80.7,85.8,59.1,A,A,A,A+,65
108909128,CARMEN ANAYA EL,PHARR-SAN JUAN-ALAMO ISD,HIDALGO COUNTY,EE-5,N,NO,379,0.0,0.0,99.7,0.3,92.1,21.9,65.2,72.0,63.5,A,A,A,A+,66
20908110,SILVERCREST EL,PEARLAND ISD,BRAZORIA COUNTY,EE-4,N,NO,744,9.8,26.9,11.8,45.3,6.3,3.5,80.4,87.5,56.7,A,A,A,A+,67
57911104,UNIVERSITY PARK ELEMENTARY,HIGHLAND PARK ISD,DALLAS COUNTY,KG-4,N,NO,648,0.6,7.4,4.6,83.8,0.0,2.1,85.2,88.9,52.3,A,A,B,A+,68
57922107,LAKESIDE EL,COPPELL ISD,DALLAS COUNTY,KG-5,N,NO,473,1.5,40.4,8.0,45.5,1.5,5.1,86.0,83.2,58.3,A,A,A,A+,69
43910133,SKAGGS EL,PLANO ISD,COLLIN COUNTY,KG-5,N,NO,449,2.2,73.5,6.5,13.1,6.2,7.3,83.0,82.6,59.1,A,A,A,A+,70
21901107,PEBBLE CREEK EL,COLLEGE STATION ISD,BRAZOS COUNTY,EE-4,N,NO,401,5.5,9.2,7.2,74.1,11.2,13.1,79.1,82.3,61.4,A,A,A,A+,71
43901117,BEVERLY CHEATHAM EL,ALLEN ISD,COLLIN COUNTY,EE-6,N,NO,746,5.9,33.9,5.4,50.7,1.2,3.3,80.7,86.1,61.6,A,A,A,A+,72
108911108,HARRY SHIMOTSU EL,SHARYLAND ISD,HIDALGO COUNTY,EE-6,N,NO,709,1.1,9.0,82.8,5.8,33.7,7.0,68.5,83.9,59.8,A,A,A,A+,73
43910122,MATHEWS EL,PLANO ISD,COLLIN COUNTY,KG-5,N,NO,472,5.1,35.6,7.6,45.3,6.1,6.3,80.2,84.5,60.2,A,A,A,A+,74
79907130,WALKER STATION EL,FORT BEND ISD,FORT BEND COUNTY,EE-5,N,NO,637,6.0,43.8,9.7,32.5,5.5,5.9,81.5,84.8,58.3,A,A,A,A+,75
101813112,KIPP CONNECT PRI,KIPP INC CHARTER,HARRIS COUNTY,EE-4,Y,NO,816,13.4,7.1,77.6,1.5,93.3,6.7,59.8,80.9,56.3,A,A,A,A+,76
101912229,ROBERTS EL,HOUSTON ISD,HARRIS COUNTY,EE-5,N,YES,789,7.2,37.4,12.8,36.1,13.4,13.8,78.1,84.2,57.6,A,A,A,A+,77
79901126,JOE HUBENAK EL,LAMAR CISD,FORT BEND COUNTY,EE-5,N,NO,780,28.1,15.3,22.4,29.5,20.4,8.8,75.1,82.6,59.4,A,A,A,A+,78
79901115,SUSANNA DICKINSON EL,LAMAR CISD,FORT BEND COUNTY,KG-5,N,NO,545,5.0,11.2,16.5,63.9,5.9,6.8,81.8,84.4,57.8,A,A,A,A+,79
31906109,RANCHO VERDE EL,LOS FRESNOS CISD,CAMERON COUNTY,EE-5,N,NO,639,0.2,0.8,95.8,3.3,61.8,10.7,68.0,75.5,59.0,A,A,A,A+,80
220906107,HERITAGE EL,GRAPEVINE-COLLEYVILLE ISD,TARRANT COUNTY,EE-5,N,NO,467,3.0,18.6,10.9,57.6,6.4,7.3,81.7,86.3,54.2,A,A,B,A+,81
57916102,CANYON CREEK EL,RICHARDSON ISD,DALLAS COUNTY,KG-6,N,NO,297,7.7,5.4,11.4,71.0,12.8,7.8,78.1,83.8,58.0,A,A,A,A+,82
101914112,HAZEL S PATTISON EL,KATY ISD,HARRIS COUNTY,KG-5,N,NO,1039,4.7,29.6,14.2,49.1,9.0,9.7,76.8,85.5,60.2,A,A,A,A+,83
57905224,WALNUT HILL EL,DALLAS ISD,DALLAS COUNTY,EE-5,N,NO,381,8.7,0.8,84.8,4.5,83.2,9.4,66.4,71.8,59.6,A,A,A,A+,84
79901119,BESS CAMPBELL EL,LAMAR CISD,FORT BEND COUNTY,KG-5,N,NO,598,6.0,8.5,18.4,64.5,4.8,3.9,84.1,84.5,53.4,A,A,B,A+,85
240903110,TRAUTMANN EL,UNITED ISD,WEBB COUNTY,EE-5,N,NO,774,0.1,0.8,98.1,0.9,45.1,6.8,71.4,77.3,56.9,A,A,A,A+,86
43910144,WYATT EL,PLANO ISD,COLLIN COUNTY,KG-5,N,NO,479,3.5,50.3,10.2,29.4,4.8,9.4,83.7,82.9,55.4,A,A,A,A+,87
101914132,STANLEY C STANLEY EL,KATY ISD,FORT BEND COUNTY,KG-5,N,NO,1055,3.9,29.3,18.6,45.7,3.1,5.4,84.5,83.0,55.5,A,A,A,A+,88
227909106,BRIDGE POINT EL,EANES ISD,TRAVIS COUNTY,KG-5,N,NO,709,1.0,9.0,10.0,76.2,2.0,5.5,84.9,82.2,56.3,A,A,A,A+,89
227901119,HIGHLAND PARK EL,AUSTIN ISD,TRAVIS COUNTY,KG-5,N,NO,651,0.3,4.9,13.8,75.7,4.5,5.2,84.1,79.3,59.3,A,A,A,A+,90
57911102,BRADFIELD EL,HIGHLAND PARK ISD,DALLAS COUNTY,EE-4,N,NO,712,1.1,7.0,5.8,83.3,0.0,2.1,84.7,85.1,53.7,A,A,B,A+,91
246909134,PATSY SOMMER EL,ROUND ROCK ISD,WILLIAMSON COUNTY,EE-5,N,NO,1174,1.2,50.5,9.5,34.2,2.3,5.1,80.3,85.1,57.8,A,A,A,A+,92
214903106,EMMA VERA EL,ROMA ISD,STARR COUNTY,EE-5,N,NO,440,0.0,0.0,99.3,0.7,87.0,6.8,66.3,77.2,48.0,A,A,F,A+,93
43910139,STINSON EL,PLANO ISD,COLLIN COUNTY,KG-5,N,NO,612,8.7,47.2,6.7,32.5,7.5,5.9,80.1,84.3,54.7,A,A,B,A+,94
101907138,SAMPSON EL,CYPRESS-FAIRBANKS ISD,HARRIS COUNTY,KG-5,N,NO,963,1.8,14.0,13.5,66.0,2.4,3.7,81.1,84.0,57.8,A,A,A,A+,95
61902135,LIBERTY EL,LEWISVILLE ISD,DENTON COUNTY,KG-5,N,NO,555,2.2,24.0,6.8,63.2,1.4,3.0,82.3,82.6,57.8,A,A,A,A+,96
79907128,COLONY MEADOWS EL,FORT BEND ISD,FORT BEND COUNTY,KG-5,N,NO,840,6.5,54.2,9.4,25.4,7.6,8.5,77.1,84.7,56.9,A,A,A,A+,97
101912152,FIELD EL,HOUSTON ISD,HARRIS COUNTY,EE-5,N,NO,500,4.4,1.6,86.0,7.6,86.8,11.4,65.3,72.3,55.5,A,A,A,A+,98
31901139,ORTIZ EL,BROWNSVILLE ISD,CAMERON COUNTY,EE-5,N,NO,615,0.0,0.0,99.0,1.0,98.2,8.3,61.7,74.2,57.0,A,A,A,A+,99
101920104,FROSTWOOD EL,SPRING BRANCH ISD,HARRIS COUNTY,EE-5,N,NO,704,0.7,29.7,12.1,53.4,4.5,5.7,79.2,84.5,56.4,A,A,A,A+,100
170902121,BUSH EL,CONROE ISD,MONTGOMERY COUNTY,EE-4,N,NO,713,1.5,4.8,15.7,71.5,10.1,8.5,78.8,83.4,53.8,A,A,B,A+,101
108916102,VALLEY VIEW EL,VALLEY VIEW ISD,HIDALGO COUNTY,EE-4,N,NO,470,0.0,0.0,98.5,1.5,87.0,7.0,64.1,73.7,54.2,A,A,B,A+,102
227909105,BARTON CREEK EL,EANES ISD,TRAVIS COUNTY,KG-5,N,NO,498,0.4,25.3,10.2,57.8,0.4,2.7,82.9,80.8,59.3,A,A,A,A+,103
101914133,TOM WILSON EL,KATY ISD,FORT BEND COUNTY,EE-5,N,NO,1116,6.1,25.4,24.3,41.9,5.8,7.3,80.1,82.0,56.9,A,A,A,A+,104
227901180,KIKER EL,AUSTIN ISD,TRAVIS COUNTY,EE-5,N,NO,1046,1.1,10.9,17.6,66.8,2.7,4.4,84.8,80.3,55.0,A,A,A,A+,105
220919106,DON T DURHAM INT,CARROLL ISD,TARRANT COUNTY,5-6,N,NO,673,2.8,18.0,10.1,63.7,1.5,2.8,78.3,87.0,55.5,A,A,A,A+,106
108904130,R C FLORES-MARK A ZAPATA EL,EDINBURG CISD,HIDALGO COUNTY,EE-5,N,NO,611,0.0,0.0,98.9,1.1,94.9,20.5,57.1,78.3,56.5,A,A,A,A+,107
15910136,HARDY OAK EL,NORTH EAST ISD,BEXAR COUNTY,KG-5,N,NO,765,2.2,10.7,35.9,47.6,7.6,5.0,78.2,81.0,59.4,A,A,A,A+,108
101912251,TWAIN EL,HOUSTON ISD,HARRIS COUNTY,EE-5,N,YES,876,6.2,19.5,24.4,45.1,11.9,15.9,78.1,79.5,58.0,A,A,A,A+,109
43901118,LOIS LINDSEY EL,ALLEN ISD,COLLIN COUNTY,EE-6,N,NO,907,11.8,26.2,8.4,46.7,10.1,7.8,75.7,82.3,58.5,A,A,A,A+,110
101920109,MEMORIAL DRIVE EL,SPRING BRANCH ISD,HARRIS COUNTY,EE-5,N,NO,452,1.3,9.7,15.7,67.7,7.7,5.5,77.6,80.2,60.6,A,A,A,A+,111
220810001,WESTLAKE ACADEMY,WESTLAKE ACADEMY CHARTER SCHOOL,TARRANT COUNTY,KG-12,Y,NO,843,4.5,12.0,12.6,64.8,0.0,4.6,78.8,85.8,57.0,A,A,A,A+,112
108916104,WILBUR E LUCAS EL,VALLEY VIEW ISD,HIDALGO COUNTY,EE-4,N,NO,451,0.0,0.0,100.0,0.0,86.5,9.2,59.0,75.5,57.7,A,A,A,A+,113
170902071,TOUGH EL,CONROE ISD,MONTGOMERY COUNTY,EE-6,N,NO,945,1.7,11.4,23.7,59.4,2.2,6.6,77.8,84.7,58.1,A,A,A,A+,114
57803101,UPLIFT EDUCATIION-NORTH HILLS PREP PRI,UPLIFT EDUCATION,DALLAS COUNTY,KG-5,Y,NO,559,6.8,60.3,15.0,12.0,17.2,1.0,76.9,78.3,57.0,A,A,A,A+,115
43919042,SLOAN CREEK INT,LOVEJOY ISD,COLLIN COUNTY,5-6,N,NO,636,2.2,7.2,9.3,74.8,3.1,3.5,76.3,86.3,56.4,A,A,A,A+,116
101921113,TIMBER CREEK EL,TOMBALL ISD,HARRIS COUNTY,EE-5,N,NO,489,2.0,7.2,31.3,54.4,3.9,8.1,79.8,82.5,55.8,A,A,A,A+,117
43905139,HOSP EL,FRISCO ISD,COLLIN COUNTY,KG-5,N,NO,676,6.1,45.6,9.3,33.7,3.6,8.2,77.8,83.3,57.8,A,A,A,A+,118
101813105,KIPP SHINE PREP,KIPP INC CHARTER,HARRIS COUNTY,EE-5,Y,NO,856,38.8,4.4,54.3,0.8,93.1,0.0,66.1,70.9,51.9,A,A,C,A+,119
19911101,RED LICK EL,RED LICK ISD,BOWIE COUNTY,KG-4,N,NO,281,0.4,0.4,4.6,93.6,12.8,6.3,70.0,90.0,51.6,A,A,C,A+,120
227901117,GULLETT EL,AUSTIN ISD,TRAVIS COUNTY,EE-5,N,NO,554,1.8,0.7,16.4,75.8,8.8,3.4,80.7,77.4,57.6,A,A,A,A+,121
46902112,HOFFMANN LANE EL,COMAL ISD,COMAL COUNTY,KG-5,N,NO,723,1.0,1.5,16.3,78.4,4.4,6.0,81.3,79.5,57.1,A,A,A,A+,122
101912128,LYONS EL,HOUSTON ISD,HARRIS COUNTY,EE-5,N,NO,1002,0.7,0.0,97.8,1.2,93.7,7.0,65.6,74.9,46.0,A,A,F,A+,123
43919101,CARRIE L LOVEJOY EL,LOVEJOY ISD,COLLIN COUNTY,KG-4,N,NO,434,2.5,6.9,7.4,76.3,3.5,3.2,79.7,84.4,52.1,A,A,B,A+,124
61901115,EP RAYZOR EL,DENTON ISD,DENTON COUNTY,EE-5,N,NO,422,4.5,5.2,13.3,73.5,2.1,6.3,78.6,82.8,57.4,A,A,A,A+,125
227909104,FOREST TRAIL EL,EANES ISD,TRAVIS COUNTY,KG-5,N,NO,578,0.3,14.0,10.9,71.1,0.7,1.0,82.3,79.0,58.7,A,A,A,A+,126
220907120,LIBERTY EL,KELLER ISD,TARRANT COUNTY,KG-4,N,NO,423,3.3,5.9,11.6,75.7,5.2,5.1,77.0,82.8,57.1,A,A,A,A+,127
107906102,MALAKOFF EL,MALAKOFF ISD,HENDERSON COUNTY,EE-5,N,NO,472,14.6,0.4,18.6,61.9,69.9,17.9,63.6,77.9,48.1,A,A,D,A+,128
79907152,ANNE MCCORMICK SULLIVAN EL,FORT BEND ISD,FORT BEND COUNTY,KG-5,N,NO,1185,7.0,69.2,5.6,14.8,2.9,0.0,78.7,84.4,53.6,A,A,B,A+,129
170902118,DAVID EL,CONROE ISD,MONTGOMERY COUNTY,EE-4,N,NO,654,4.9,8.3,18.0,63.5,9.3,8.3,77.8,79.2,57.4,A,A,A,A+,130
43905118,BLEDSOE EL,FRISCO ISD,DENTON COUNTY,KG-5,N,NO,739,5.8,22.5,9.1,59.3,1.9,4.4,79.8,82.7,55.3,A,A,A,A+,131
170902125,KAUFMAN EL,CONROE ISD,MONTGOMERY COUNTY,EE-4,N,NO,804,3.9,3.0,17.3,70.6,13.2,8.0,73.1,80.4,59.3,A,A,A,A+,132
170902122,POWELL EL,CONROE ISD,MONTGOMERY COUNTY,EE-4,N,NO,806,6.7,9.3,17.7,61.9,11.3,12.7,77.6,79.1,56.0,A,A,A,A+,133
43905119,ASHLEY EL,FRISCO ISD,COLLIN COUNTY,KG-5,N,NO,638,4.9,43.3,6.1,41.2,2.7,6.1,76.7,83.6,57.5,A,A,A,A+,134
227913104,LAKE POINTE EL,LAKE TRAVIS ISD,TRAVIS COUNTY,EE-5,N,NO,728,2.2,10.6,11.7,72.3,3.8,6.3,74.5,84.8,57.9,A,A,A,A+,135
61902130,WELLINGTON EL,LEWISVILLE ISD,DENTON COUNTY,EE-5,N,NO,903,1.9,22.1,12.3,61.0,3.0,4.4,85.2,78.7,51.7,A,A,C,A+,136
43914107,TIBBALS EL,WYLIE ISD,COLLIN COUNTY,EE-4,N,NO,664,12.2,27.9,8.4,45.3,9.2,10.3,76.2,78.7,60.1,A,A,A,A+,137
101914127,GRIFFIN EL,KATY ISD,FORT BEND COUNTY,EE-5,N,NO,1000,3.2,29.0,19.7,42.6,6.5,10.0,77.4,80.6,57.5,A,A,A,A+,138
15910143,WILDERNESS OAK EL,NORTH EAST ISD,BEXAR COUNTY,KG-5,N,NO,640,5.2,8.6,40.0,42.0,13.4,6.1,76.0,79.0,56.4,A,A,A,A+,139
101828101,HOUSTON GATEWAY ACADEMY,HOUSTON GATEWAY ACADEMY INC,HARRIS COUNTY,PK-12,Y,NO,667,3.0,0.0,96.4,0.6,95.7,11.9,57.1,74.5,57.0,A,A,A,A+,140
57905171,LAKEWOOD EL,DALLAS ISD,DALLAS COUNTY,KG-5,N,NO,881,1.5,2.8,12.9,80.6,10.1,4.7,80.9,76.8,54.6,A,A,B,A+,141
