,barName,Zip code,barRating,barlatitude,barlongitude
879,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
880,Spider House Cafe & Ballroom,78705,3.5,30.295505,-97.741761
881,Cain and Abel's,78705,3.0,30.28768,-97.74448
882,The Local Pub and Patio,78705,3.5,30.2915658,-97.7414793
883,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
884,Freedmen's,78705,4.0,30.288439,-97.747897
885,Bike & Brew ATX,78702,5.0,30.25841,-97.71143
886,The Rooftop Bar,78705,2.0,30.29283,-97.7417399
887,Austin City Limits Studio,78705,5.0,30.28916,-97.74079
888,Trudy's,78705,3.5,30.295775,-97.741048
889,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
890,Hole in the Wall,78705,4.0,30.29005,-97.74161
891,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
892,Stinson's,78756,4.0,30.3151275,-97.7417583
893,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
894,Growler USA - Austin,78705,4.5,30.2955795,-97.7434722
895,Roscoe's Bar,78705,4.0,30.2886981964111,-97.748176574707
896,Love Goat,78705,3.5,30.29283,-97.7417399
897,Spider House Ballroom,78705,4.0,30.2953743,-97.7420442
898,Guild,78756,3.5,30.3060027879118,-97.7431749925017
899,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
900,Spider House Cafe & Ballroom,78705,3.5,30.295505,-97.741761
901,Cain and Abel's,78705,3.0,30.28768,-97.74448
902,The Local Pub and Patio,78705,3.5,30.2915658,-97.7414793
903,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
904,Freedmen's,78705,4.0,30.288439,-97.747897
905,Bike & Brew ATX,78702,5.0,30.25841,-97.71143
906,The Rooftop Bar,78705,2.0,30.29283,-97.7417399
907,Austin City Limits Studio,78705,5.0,30.28916,-97.74079
908,Trudy's,78705,3.5,30.295775,-97.741048
909,Draught House Pub & Brewery,78756,4.5,30.31098,-97.74283
910,Hole in the Wall,78705,4.0,30.29005,-97.74161
911,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
912,Stinson's,78756,4.0,30.3151275,-97.7417583
913,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
914,Growler USA - Austin,78705,4.5,30.2955795,-97.7434722
915,Roscoe's Bar,78705,4.0,30.2886981964111,-97.748176574707
916,Love Goat,78705,3.5,30.29283,-97.7417399
917,Spider House Ballroom,78705,4.0,30.2953743,-97.7420442
918,Guild,78756,3.5,30.3060027879118,-97.7431749925017
919,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
920,Spider House Cafe & Ballroom,78705,3.5,30.295505,-97.741761
921,Cain and Abel's,78705,3.0,30.28768,-97.74448
922,The Local Pub and Patio,78705,3.5,30.2915658,-97.7414793
923,Doc's Motorworks 38th,78705,3.0,30.3059953,-97.7443195
924,Freedmen's,78705,4.0,30.288439,-97.747897
925,Bike & Brew ATX,78702,5.0,30.25841,-97.71143
926,The Rooftop Bar,78705,2.0,30.29283,-97.7417399
927,Austin City Limits Studio,78705,5.0,30.28916,-97.74079
928,Trudy's,78705,3.5,30.295775,-97.741048
